time, p0, p1, p2, p3
2803498000, [291.385   232.08263], [423.94568    -1.2793741], [459.927     19.159729], [327.36633 252.52173]
2885572000, [137.39835 718.51306], [139.33704 584.744  ], [333.1949 587.5536], [331.2562  721.32263]
2939849000, [216.69717   42.135506], [670.86096  -31.637321], [704.6267  176.23322], [250.46295 250.00604]
3032277000, [418.38968 198.99905], [597.98096 195.8967 ], [607.01733 718.99976], [427.42603 722.10205]
3098322000, [134.4597    35.695923], [791.2064   -41.031067], [880.      718.99994], [223.2533 795.7269]
3168330000, [-2.2013028e-14  0.0000000e+00], [834.   0.], [834. 719.], [  0. 719.]
3269487000, [-2.2013028e-14  0.0000000e+00], [886.   0.], [886. 719.], [  0. 719.]
3332173000, [269.93304 204.71143], [520.5737   82.84033], [790.71857 638.42126], [540.0779  760.29236]
3401272000, [-2.2013028e-14  0.0000000e+00], [903.   0.], [903. 719.], [  0. 719.]
3500287000, [-2.2013028e-14  0.0000000e+00], [908.   0.], [908. 719.], [  0. 719.]
3568916000, [277.9554    26.646637], [534.4621   -13.081696], [647.7583  718.41797], [391.25165 758.14624]
3667086000, [ 71. 517.], [339. 517.], [339. 719.], [ 71. 719.]
3735450000, [754.2426  207.52228], [797.1573  188.03668], [886.633   385.09637], [843.7183  404.58197]
3803004000, [225.   0.], [466.   0.], [466. 208.], [225. 208.]
3868329000, [162.76552   36.986214], [171.39311   29.317247], [219.44829  83.37932], [210.8207   91.04829]
3972117000, [156.66837 718.1362 ], [213.49612 498.9434 ], [349.50253 534.20435], [292.67477 753.3972 ]
4033078000, [ 72. 520.], [336. 520.], [336. 719.], [ 72. 719.]
4134918000, [319.38962 213.13127], [ 521.3102  -161.14285], [1044.0605   120.88051], [842.14    495.15463]
4199540000, [134.0573 620.7937], [158.82808 531.6189 ], [331.2464 579.5128], [306.47565 668.6876 ]
4269274000, [101.05832 718.24133], [115.80118 544.4862 ], [341.28693 563.6183 ], [326.54407 737.3734 ]
4369962000, [148.58023   17.615295], [ 530.08167 -328.4369 ], [1225.9711   438.73877], [844.4696  784.79095]
4432084000, [ 81.99994 231.00006], [317.49997  -4.5    ], [839.00006 517.00006], [603.5    752.5001]
4504296000, [150.27542 713.4239 ], [157.7738  543.46063], [339.99265 551.4997 ], [332.49426 721.46295]
4603885000, [ 69.000015 719.00006 ], [177.00627 455.90787], [360.60144 531.2785 ], [252.5952 794.3707]
4672715000, [-2.2013028e-14  0.0000000e+00], [862.   0.], [862. 719.], [  0. 719.]
4734376000, [-7.080324 15.582657], [535.53345   -4.077347], [543.1199 205.3072], [  0.5061035 224.96721  ]
4835348000, [392.34033 713.1949 ], [485.15125 143.07114], [732.8883  183.40045], [640.0774 753.5242]
4913554000, [-20.007828  31.475739], [582.96075  -32.857758], [662.93024 716.66016], [ 59.96167 780.99365]
5001222000, [  0.     718.9999], [0. 0.], [906.9999   0.    ], [906.9999 718.9999]
5069681000, [-2.2013028e-14  0.0000000e+00], [898.   0.], [898. 719.], [  0. 719.]
5132580000, [-2.2013028e-14  0.0000000e+00], [881.   0.], [881. 719.], [  0. 719.]
5232581000, [262.79373   19.625458], [786.56354  -39.380585], [872. 719.], [348.23016 778.0061 ]
5301892000, [280.7115  296.84207], [ 448.71307 -132.40192], [980.1126    75.582245], [812.111   504.82623]
5390477000, [436.3191    20.644384], [702.1602     -7.8385816], [703.5675      5.2963486], [437.72638   33.779316]
5469523000, [304.17502 250.56517], [414.55038   41.145798], [916.0565  305.46667], [805.68115 514.88605]
5533514000, [308.      247.99998], [421.1057    38.670013], [918.3854  307.36145], [805.27966 516.6914 ]
5603168000, [133.51447 717.7307 ], [135.27289 593.7627 ], [325.33392 596.4586 ], [323.5755  720.42664]
5700763000, [-24.779457  48.6416  ], [785.79126  -45.059387], [874.11414 718.9869 ], [ 63.543396 812.68787 ]
5767439000, [413.62103 313.0048 ], [575.3189 300.0066], [609.00006 719.0001 ], [447.3022 731.9983]
5835864000, [-1.6502116e-14  0.0000000e+00], [827.   0.], [827. 539.], [  0. 539.]
5901880000, [-1.6563348e-14  0.0000000e+00], [824.   0.], [824. 541.], [  0. 541.]
5999461000, [418.5991  355.85693], [605.15594 343.32153], [630.18164 715.7626 ], [443.62482 728.298  ]
6070559000, [265.0517    17.096558], [782.52765  -35.580673], [839.9228 528.2414], [322.44684 580.91864]
6168852000, [-2.2013028e-14  0.0000000e+00], [872.   0.], [872. 719.], [  0. 719.]
6241951000, [315.25534 232.05215], [432.78677   15.711079], [449.4207    24.747772], [331.88925 241.08885]
6301105000, [426.7483 368.7949], [548.41785 362.45383], [567. 719.], [445.33044 725.34106]
6400082000, [322.887   231.85631], [520.4182  215.12987], [563.0841 718.9928], [365.55292 735.71924]
6468967000, [405.00006 379.     ], [472.52945 362.11768], [561.6471  718.58826], [494.1177 735.4706]
6563911000, [174.65427 669.76624], [200.821   593.75806], [321.9856  635.47046], [295.81885 711.47864]
6647761000, [295.5089  265.85837], [487.4756  235.85074], [563. 719.], [371.03333 749.0077 ]
6695980000, [135.70131 594.1959 ], [326.6244  591.58057], [328.3548 717.8993], [137.4317  720.51465]
