time, x, y
903787420, 365.0, 198.5
986772166, 377.639404296875, 197.5327911376953
1065761759, 391.53851318359375, 195.69229125976562
1160969222, 389.9499816894531, 195.64999389648438
1260354240, 394.2500305175781, 195.75
1360198637, 395.3499755859375, 194.95001220703125
1460951499, 391.87591552734375, 195.5103759765625
1561038689, 394.0000305175781, 196.00003051757812
1662184723, 385.2027282714844, 196.71621704101562
1760145782, 373.25, 198.25
1860301680, 360.2818603515625, 199.13052368164062
1960881734, 319.0, 199.0
2061181291, 309.0, 197.5
2161835870, 303.0, 197.5
2259703555, 305.0, 197.0
2459937165, 306.0, 197.0
2560700825, 303.5, 198.0
2661341422, 311.0, 198.5
2759482883, 321.0, 199.5
2859899040, 362.9499816894531, 199.64999389648438
2960349680, 376.2538757324219, 198.03076171875
3060486432, 387.06927490234375, 197.0538330078125
3162230062, 393.92303466796875, 195.61538696289062
3259688575, 392.0999450683594, 195.1999969482422
3359803586, 394.0270690917969, 188.16217041015625
3460842024, 393.4615478515625, 195.3076934814453
3560959682, 388.5799865722656, 196.05999755859375
3661555889, 389.94232177734375, 196.2115478515625
3760116600, 381.0609436035156, 197.04879760742188
3859987559, 369.5, 198.0
3960391939, 355.5, 199.0
4060900771, 315.0, 198.5
4162191856, 307.18463134765625, 198.0230712890625
4259821233, 308.5, 197.5
4360046271, 305.0769348144531, 197.88461303710938
4460818546, 304.9634094238281, 197.82928466796875
4560652448, 309.57928466796875, 197.78660583496094
4661960293, 306.5, 198.0
4759970324, 316.15850830078125, 198.57318115234375
4859977552, 355.5, 199.0
4960745586, 368.16998291015625, 198.6899871826172
5060758500, 380.79998779296875, 197.0999755859375
5162376904, 390.130859375, 196.046142578125
5259916166, 388.4923400878906, 196.4384765625
5359754589, 393.9257507324219, 195.75743103027344
5460291814, 392.80096435546875, 196.64251708984375
5560837058, 392.1219482421875, 195.5975799560547
5661954542, 394.0938415527344, 195.54779052734375
5759488674, 386.40386962890625, 197.01922607421875
5860115016, 376.5, 198.0
5962320956, 363.5, 199.0
6061530341, 349.0, 200.0
6163459672, 311.0, 198.5
6259684929, 304.0, 197.5
6359663511, 306.5, 197.5
6562864763, 306.0, 198.0
6663270797, 304.0, 197.5
6760852230, 333.0, 208.5
6859750652, 320.0, 199.0
6959825647, 362.0, 199.0
7060518644, 374.97235107421875, 197.97512817382812
7161999783, 384.4422912597656, 197.2115478515625
7259217084, 392.8699645996094, 195.58998107910156
7359561283, 390.55999755859375, 195.42001342773438
7460902394, 394.5461730957031, 194.86923217773438
7561208183, 393.7077331542969, 195.16152954101562
7664730189, 389.30487060546875, 196.243896484375
7760329390, 391.3231506347656, 196.40855407714844
7860915604, 381.08319091796875, 197.3993377685547
7960255888, 369.6934814453125, 198.70904541015625
8061152288, 356.14617919921875, 199.66925048828125
8164922811, 316.6063232421875, 198.47927856445312
8261107440, 308.0, 197.5
8361794828, 310.06304931640625, 197.86460876464844
8460823113, 304.6219177246094, 207.40243530273438
8562065387, 301.4390563964844, 208.04879760742188
8686898397, 309.4890441894531, 198.0733642578125
8765115470, 325.5, 199.5
8861776350, 314.0, 208.0
8960625421, 353.0, 199.5
9061718909, 367.0, 199.0
9163538961, 378.8769226074219, 198.015380859375
9260919572, 387.94232177734375, 196.7115478515625
9361802271, 386.7461853027344, 195.96923828125
9461221563, 392.29998779296875, 195.60000610351562
9662606251, 391.66998291015625, 195.69000244140625
9760662496, 394.0899353027344, 195.12998962402344
9860836577, 387.08990478515625, 196.6300048828125
9961297323, 377.99871826171875, 197.97506713867188
10061916950, 365.5, 199.0
10163214638, 351.6992492675781, 199.47671508789062
10259809925, 314.12310791015625, 199.01541137695312
10361506990, 306.0, 198.0
10460747533, 308.67694091796875, 198.08462524414062
10662734353, 307.006103515625, 197.44512939453125
10760821158, 311.5, 198.5
10860938755, 309.5, 198.0
10960379977, 319.0, 199.5
11060880247, 359.5, 199.0
11165549219, 372.5, 198.0
11262424136, 382.93994140625, 197.07997131347656
11362171786, 391.1999816894531, 196.40000915527344
11462583255, 389.0135498046875, 196.08108520507812
11578952951, 393.1699523925781, 195.19000244140625
11671621330, 393.0405578613281, 195.2432403564453
11759976960, 389.22314453125, 195.2846221923828
11859884694, 391.34991455078125, 196.45001220703125
11960738301, 382.9324951171875, 197.0946044921875
12060720226, 372.6880187988281, 198.01300048828125
12162468001, 359.5, 199.0
12259696904, 319.0, 199.0
12359469243, 331.0, 199.5
12460658817, 311.5, 198.0
12562798153, 306.5, 197.5
12662451854, 301.0, 208.5
12762647904, 309.3197021484375, 197.98361206054688
12859846102, 306.0, 197.5
12960193161, 336.3952941894531, 200.59152221679688
13060723269, 351.165771484375, 199.975341796875
13162137692, 365.0, 199.0
13259741009, 376.50994873046875, 198.0699920654297
13359982563, 386.5799865722656, 197.05999755859375
13460481189, 393.44793701171875, 195.5054931640625
13560612292, 391.2630310058594, 194.99862670898438
13759790597, 391.65997314453125, 195.1199951171875
13859700705, 394.18463134765625, 195.4769287109375
13960563168, 387.9499816894531, 196.64999389648438
14060602174, 379.0262451171875, 197.99862670898438
14162647008, 367.0, 199.0
14260103836, 353.5, 199.5
14359633792, 315.0, 207.5
14460188275, 326.0, 199.0
14562988396, 309.7764892578125, 197.9058837890625
14662428699, 305.5, 197.5
14760613405, 306.5, 197.5
14861230781, 311.9384460449219, 198.49234008789062
14961964460, 309.0, 198.0
15062002634, 318.0, 199.0
15163831160, 357.0, 199.5
15260980711, 370.5, 198.0
15360750980, 381.06927490234375, 197.5538330078125
15461862295, 389.7705383300781, 196.47540283203125
15561837355, 387.7308044433594, 195.84616088867188
15662440879, 392.733642578125, 196.06967163085938
15760959349, 392.8099670410156, 195.66998291015625
15860995653, 389.6799621582031, 196.260009765625
15961898029, 391.5000305175781, 196.0
16062218463, 384.2462158203125, 196.96923828125
16163385672, 374.5, 198.0
16260726737, 361.5, 199.0
16360957499, 322.1524353027344, 199.1280517578125
