time, p0, p1, p2, p3
2549407000, [299.129   548.49005], [656.9275  481.61172], [697.5419  698.89874], [339.7434 765.7771]
2587921000, [ 95.062164 406.40698 ], [292.71808 293.80304], [332.6005  363.80945], [134.94458 476.4134 ]
2655469000, [571.3722  503.77368], [624.76636 484.35767], [702.16785 697.2117 ], [648.7737 716.6277]
2712666000, [ 65.70255 356.0218 ], [337.58273 200.93518], [406.27438 321.35754], [134.3942  476.44415]
2755113000, [ 67.29233 354.26154], [338.24615 199.43073], [407.16922 320.04608], [136.2154 474.8769]
2822301000, [330.98373 662.8464 ], [674.6856  656.62555], [675.7848  717.35675], [332.08295 723.5776 ]
2880593000, [  6.5862923 526.70294  ], [142.75133 355.80194], [176.96635 383.06268], [ 40.801315 553.9637  ]
2918277000, [346. 661.], [540. 661.], [540. 719.], [346. 719.]
2949893000, [343.98624 713.23456], [347.24832 657.77936], [493.44833 666.37933], [490.18625 721.83453]
2984565000, [ 14.139593 697.5559  ], [154.0356  483.18286], [189.00002 506.     ], [ 49.104004 720.37305 ]
3016341000, [460.2308 575.2741], [645.0241  533.19244], [682.0448 695.762 ], [497.25153 737.8437 ]
3087030000, [346.32758 715.89307], [387.58197 175.83612], [754.5517  203.86859], [713.2973  743.92554]
3122319000, [542.55884 436.18317], [593.0001  419.99994], [677.51355 683.41864], [627.07227 699.60187]
3178394000, [276.18506 597.36304], [581.     460.0001], [688.9966  699.64966], [384.18164 837.0126 ]
3217481000, [486.9961 712.8616], [579.98474 455.27243], [662.0642  484.90283], [569.07556 742.49194]
3256639000, [308.49677 587.59143], [659.2147 530.2012], [687.15936 700.9739 ], [336.4414  758.36414]
3321957000, [282.63382 548.42676], [587.63715 428.96716], [693.96655 700.44653], [388.9632 819.9061]
3353045000, [574.04266 547.11224], [608.3786 520.7382], [695.44    634.08234], [661.10406 660.45636]
3400060000, [ 95.63259 407.34384], [363.71054 244.87236], [405.94022 314.55136], [137.86227 477.02283]
3448430000, [ -5.327652 542.7823  ], [140.87299 358.10776], [175.09283 385.19843], [ 28.892197 569.8729  ]
3482894000, [535. 619.], [582. 619.], [582. 719.], [535. 719.]
3516992000, [605.6525 539.6689], [628.67377 531.16547], [680.5401  671.58417], [657.51886 680.0876 ]
3561920000, [341.58832 676.3529 ], [581.353   616.41174], [605.353   712.41174], [365.58832 772.3529 ]
3618606000, [336.3421 695.646 ], [592.85675 426.86325], [792.5562  617.44775], [536.04156 886.23047]
3650981000, [559.0979  355.66333], [666. 343.], [709.103  706.8694], [602.2009 719.5327]
3682957000, [ 93.82357 404.49286], [291.07767 292.94226], [330.97397 363.49054], [133.71988 475.04114]
3716769000, [337.23535 684.0589 ], [584.7353 535.5589], [663.8824  667.47064], [416.38245 815.97064]
3752083000, [ 72.94689 347.45987], [364.52124 181.12549], [433.28442 301.6633 ], [141.71008 467.99768]
3817903000, [270.81647 459.9472 ], [615.9439 375.7697], [697.44305 709.9162 ], [352.3156 794.0937]
3853041000, [269.8872  461.76672], [614.7069  375.82385], [697.64624 708.5928 ], [352.82654 794.53564]
3915040000, [565.60284 346.88702], [654.99786 343.93402], [666.4819 691.5877], [577.08685 694.5407 ]
3979351000, [ 66.63315 352.46637], [357.19016 185.92755], [426.48795 306.83002], [135.93094 473.36884]
4016085000, [334. 659.], [475. 659.], [475. 719.], [334. 719.]
4055018000, [ 91.84598 375.42236], [383.70926 188.5459 ], [446.6973  286.92047], [154.83401 473.79694]
4114843000, [453.0539  287.49548], [594.9921  103.90149], [657.17194 151.97327], [515.2337  335.56726]
4151279000, [536.2993 297.3371], [623.22656 282.76544], [693.5155 702.0754], [606.58826 716.64703]
4183774000, [ 54.996918 718.61523 ], [118.504196 553.0427  ], [122.38527 554.5314 ], [ 58.87799 720.1039 ]
4216592000, [ 18.72236 519.6495 ], [126.14824 387.43298], [158.22353 413.49414], [ 50.797653 545.71063 ]
4251722000, [464.51538 241.62306], [478.51538 223.62306], [480.10767 224.86153], [466.10767 242.86153]
4292009000, [510.51675 182.62827], [522.2268  167.40521], [524.1599  168.89221], [512.4498  184.11526]
4345886000, [557.42303 392.4866 ], [603.0954  385.63577], [636.02203 605.1467 ], [590.3497  611.99756]
4384846000, [556.6896  387.59656], [601.9707  380.80438], [635.6382 605.2543], [590.35706 612.04645]
4416498000, [667.32294 690.5638 ], [669.88385 685.1219 ], [696.1785 697.4958], [693.6176 702.9377]
4456349000, [568.6862 530.7023], [579.52765 402.77353], [594.8414 404.0713], [583.99994 532.     ]
4519105000, [567.69543 401.50906], [596.9833  398.81778], [615.3418 598.6011], [586.05396 601.29236]
4578607000, [573.34863 429.42212], [585.99866 428.9638 ], [591.0724 568.9974], [578.42236 569.4557 ]
4644387000, [351.8194 666.9898], [590.3188 608.1817], [615.0278  708.39044], [376.52838 767.19855]
4686805000, [303.71875 237.34517], [701.9999 232.9781], [707.31335 717.5712 ], [309.03223 721.9383 ]
4745177000, [141.99995 462.00006], [249.6294  186.79567], [391.2162 242.1687], [283.58673 517.3731 ]
4779931000, [324.63614 706.17065], [585.45874 434.48047], [778.2981 619.6062], [517.47546 891.2964 ]
