time, angle
1410506000, 0
1592710000, 90.0
1760132000, 56.25297546386719
1922586000, 26.56505012512207
2091215000, 90.0
2255462000, 90.0
2427439000, 90.0
2594872000, 90.0
2756082000, 61.090816497802734
2923496000, 52.43141174316406
3122460000, 68.6490249633789
3291373000, 63.79872512817383
3461342000, 64.06411743164062
3625107000, 63.759666442871094
3824698000, 63.72684860229492
3990336000, 64.04662322998047
4159423000, 63.944759368896484
4325482000, 85.03025817871094
4490597000, 61.574005126953125
4656964000, 64.4880599975586
4826190000, 63.682804107666016
4989351000, 61.27967071533203
5155034000, 62.77766418457031
5326030000, 62.85871887207031
5493095000, 69.55549621582031
5656268000, 47.32337951660156
5823738000, 50.12818908691406
5988563000, 64.25341033935547
6158534000, 71.10791015625
6329969000, 84.24859619140625
6491371000, 83.89994049072266
6660065000, 71.56504821777344
6689091000, 88.73941802978516
