time, x, y
1241341000, 639.5, 359.5
1305851000, 413.5, 109.5
1368951000, 639.5, 359.49993896484375
1406685000, 639.5, 359.5
1472521000, 238.78463745117188, 620.5806274414062
1533921000, 213.99996948242188, 621.4999389648438
1602566000, 239.5133056640625, 606.533935546875
1670293000, 222.5, 114.5
1736972000, 441.630615234375, 163.35804748535156
1804205000, 250.66030883789062, 639.2023315429688
1874246000, 492.54644775390625, 471.9820251464844
1938914000, 454.00006103515625, 359.49993896484375
2001914000, 451.0, 359.5
2040787000, 442.99993896484375, 359.49993896484375
2100998000, 430.89569091796875, 377.04888916015625
2171184000, 562.0443725585938, 9.393489837646484
2235942000, 283.16412353515625, 680.3755493164062
2299151000, 631.5055541992188, 158.11257934570312
2377254000, 368.60595703125, 132.62835693359375
2433654000, 238.3563232421875, 642.9158935546875
2503302000, 497.9412536621094, 376.26239013671875
2542958000, 575.999267578125, 9.993022918701172
2601992000, 568.272705078125, 10.696775436401367
2665394000, 204.0, 653.5
2707998000, 426.8687744140625, 386.88336181640625
2803498000, 375.656005859375, 125.62117767333984
2885572000, 235.296630859375, 653.0333251953125
2939849000, 460.66192626953125, 109.18435668945312
3032277000, 512.7034912109375, 458.9993896484375
3098322000, 507.2298583984375, 377.3479309082031
3168330000, 417.0, 359.5
3269487000, 443.0, 359.5
3332173000, 530.3258056640625, 421.56634521484375
3401272000, 451.5, 359.5
3500287000, 454.0, 359.5
3568916000, 462.85687255859375, 372.53228759765625
3667086000, 205.0, 618.0
3735450000, 820.4378051757812, 296.309326171875
3803004000, 345.5, 104.0
3868329000, 191.10690307617188, 60.182762145996094
3972117000, 253.08544921875, 626.1702880859375
4033078000, 204.0, 619.5
4134918000, 681.72509765625, 167.00588989257812
4199540000, 232.65185546875, 600.1532592773438
4269274000, 221.17262268066406, 640.9298095703125
4369962000, 687.275634765625, 228.17703247070312
4432084000, 460.5, 374.00006103515625
4504296000, 245.134033203125, 632.4617919921875
4603885000, 214.8007354736328, 625.1392822265625
4672715000, 431.0, 359.5
4734376000, 268.019775390625, 110.44493103027344
4835348000, 562.6143188476562, 448.29766845703125
4913554000, 321.4612121582031, 374.06793212890625
5001222000, 453.49993896484375, 359.49993896484375
5069681000, 449.0, 359.5
5132580000, 440.5, 359.5
5232581000, 567.3968505859375, 369.312744140625
5301892000, 630.4120483398438, 186.212158203125
5390477000, 569.9432983398438, 12.970367431640625
5469523000, 610.1157836914062, 278.01593017578125
5533514000, 613.1926879882812, 277.68072509765625
5603168000, 229.4241943359375, 657.0946655273438
5700763000, 424.6673583984375, 383.8142395019531
5767439000, 511.310546875, 516.00244140625
5835864000, 413.5, 269.5
5901880000, 412.0, 270.5
5999461000, 524.390380859375, 535.8097534179688
6070559000, 552.4872436523438, 272.6689758300781
6168852000, 436.0, 359.5
6241951000, 382.3380126953125, 128.39996337890625
6301105000, 496.8741455078125, 543.8974609375
6400082000, 442.98553466796875, 475.424560546875
6468967000, 483.3235778808594, 548.7941284179688
6563911000, 248.31993103027344, 652.6183471679688
6647761000, 429.25445556640625, 492.42919921875
6695980000, 232.02804565429688, 656.047607421875
