time, p0, p1, p2, p3
71561601630, [362.74435 179.61021], [386.02713 178.67891], [387.53354 216.33867], [364.25076 217.26997]
71662645915, [370.55615 179.12221], [379.68335 178.66585], [381.59106 216.82045], [372.46387 217.27681]
71760549948, [362.7652 180.1294], [371.1518  179.79395], [372.6374  216.93451], [364.2508  217.26996]
71861061811, [353. 181.], [362. 181.], [362. 218.], [353. 218.]
71961292860, [324. 181.], [332. 181.], [332. 218.], [324. 218.]
72061830392, [333. 219.], [333. 181.], [340. 181.], [340. 219.]
72163411991, [313. 180.], [332. 180.], [332. 218.], [313. 218.]
72260669595, [312. 180.], [325. 180.], [325. 218.], [312. 218.]
72461347247, [312. 179.], [327. 179.], [327. 218.], [312. 218.]
72561511886, [314. 180.], [334. 180.], [334. 218.], [314. 218.]
72662535912, [319. 181.], [327. 181.], [327. 218.], [319. 218.]
72760873807, [327. 181.], [334. 181.], [334. 218.], [327. 218.]
72860834507, [353.7317  181.58536], [362.62195 180.59756], [366.7317  217.58536], [357.84143 218.57315]
72961353224, [366. 180.], [375. 180.], [375. 217.], [366. 217.]
73061810085, [372.3969  179.14459], [381.5354 178.6369], [383.6554 216.7969], [374.5169 217.3046]
73163277956, [363.86465 179.24118], [386.0411  177.53531], [388.98227 215.7706 ], [366.80582 217.47647]
73260718591, [372.27243 177.63104], [388.51035 176.67587], [390.84482 216.36209], [374.6069  217.31726]
73461391579, [373.59406 177.72351], [388.047   176.61176], [391.05878 215.76471], [376.60583 216.87646]
73561562016, [367.5299  177.65771], [387.76086 176.73813], [389.54022 215.88452], [369.30927 216.80411]
73662788945, [359. 217.], [359. 180.], [368. 180.], [368. 217.]
73760871010, [367.57693 180.1154 ], [376.7466  179.67876], [378.4706  215.88237], [369.30093 216.31902]
73861067152, [358.85086 180.12115], [367.14627 179.8021 ], [368.57462 216.93945], [360.2792  217.25851]
73961664505, [350. 181.], [358. 181.], [358. 218.], [350. 218.]
74065002290, [321. 181.], [329. 181.], [329. 218.], [321. 218.]
74167006899, [315. 180.], [337. 180.], [337. 218.], [315. 218.]
74263335800, [312. 179.], [329. 179.], [329. 218.], [312. 218.]
74362858327, [312. 180.], [323. 180.], [323. 218.], [312. 218.]
74463639303, [312. 217.], [312. 179.], [324. 179.], [324. 217.]
74562408802, [312. 179.], [330. 179.], [330. 218.], [312. 218.]
74663114570, [316. 180.], [338. 180.], [338. 218.], [316. 218.]
74761632979, [322. 181.], [330. 181.], [330. 218.], [322. 218.]
74861754673, [351. 181.], [359. 181.], [359. 218.], [351. 218.]
74962224315, [360. 217.], [360. 180.], [369. 180.], [369. 217.]
75062468574, [366.4308  180.44617], [375.66156 179.29233], [380.2 215.6], [370.96924 216.75385]
75164028656, [375. 179.], [385. 179.], [385. 216.], [375. 216.]
75261444127, [366.2462  178.96924], [385.69235 176.53848], [390.5847  215.67694], [371.13852 218.1077 ]
75361421517, [373.21542 178.72305], [386.63083 177.04614], [391.55392 216.43076], [378.13852 218.10767]
75462715768, [379. 196.], [379. 179.], [383. 179.], [383. 196.]
75562869836, [371.59277 178.44798], [388.7444  177.63124], [390.5951 216.4955], [373.44348 217.31224]
75663489693, [362.71173 179.25294], [385.88232 177.4706 ], [388.8235  215.70589], [365.6529  217.48824]
75761623097, [371.55612 179.12221], [380.7332  178.66335], [382.6434  216.86784], [373.46634 217.3267 ]
75861381678, [365. 217.], [365. 180.], [374. 180.], [374. 217.]
75962310258, [356. 181.], [364. 181.], [364. 218.], [356. 218.]
76062529979, [326. 181.], [334. 181.], [334. 218.], [326. 218.]
76163998298, [316.71954 217.5244 ], [320.81708 180.64635], [329.37805 181.59758], [325.28052 218.47563]
76261608967, [314. 180.], [334. 180.], [334. 218.], [314. 218.]
76361426645, [312. 179.], [327. 179.], [327. 218.], [312. 218.]
76562562336, [312. 218.], [312. 179.], [326. 179.], [326. 218.]
76663330166, [313. 180.], [333. 180.], [333. 218.], [313. 218.]
76760563460, [318. 180.], [326. 180.], [326. 217.], [318. 217.]
76884264694, [325. 181.], [333. 181.], [333. 218.], [325. 218.]
76963159298, [355. 181.], [363. 181.], [363. 217.], [355. 217.]
77062520800, [364. 180.], [373. 180.], [373. 217.], [364. 217.]
77163692509, [370.5759  179.21402], [379.60312 178.64981], [381.9883  216.81323], [372.9611  217.37744]
77261774764, [361.87308 179.22337], [385.11166 177.56346], [387.84262 215.79695], [364.60403 217.45686]
77361517476, [369.18466 179.47693], [386.6616  177.29233], [391.4462  215.56924], [373.96927 217.75385]
77462166856, [372.28912 177.62335], [383.02386 175.3634 ], [388.6684  202.17508], [377.93365 204.43503]
77562671504, [373.10773 177.86154], [386.52313 176.18463], [391.44623 215.56924], [378.03082 217.24615]
77663274863, [368.68628 177.47139], [387.9029 176.6707], [389.55975 216.43498], [370.34314 217.23567]
77761966045, [359.2588 180.3647], [383.9588 178.4647], [386.8235  215.70589], [362.12347 217.60588]
77861979756, [368.79547 180.09186], [378.1126  179.70364], [379.66028 216.84747], [370.34314 217.23569]
77962485108, [361. 217.], [361. 180.], [370. 180.], [370. 217.]
78064106346, [351. 181.], [360. 181.], [360. 218.], [351. 218.]
78166445740, [321.14856 217.51486], [324.8416  180.58417], [333.25745 181.42575], [329.5644  218.35645]
78260472631, [315.42416 217.78966], [317.66208 179.74483], [340.8759  181.11034], [338.63797 219.15517]
78383944299, [313. 179.], [331. 179.], [331. 218.], [313. 218.]
78535231510, [313. 179.], [325. 179.], [325. 218.], [313. 218.]
78601927646, [314.40164 179.41805], [320.62296 178.85246], [322.2623  196.88524], [316.041   197.45082]
78694344121, [312. 179.], [329. 179.], [329. 218.], [312. 218.]
78762933080, [314.07382 217.18852], [317.49185 179.59016], [339.04105 181.54918], [335.62302 219.14754]
78860297032, [321. 181.], [329. 181.], [329. 218.], [321. 218.]
78961224264, [345.29266 181.63412], [354.07318 180.65851], [358.18292 217.64633], [349.4024  218.62195]
79061524606, [357.7539 181.0936], [366.11438 180.74524], [367.62042 216.89081], [359.25995 217.23917]
79163371841, [367. 180.], [376. 180.], [376. 217.], [367. 217.]
79260469426, [371.3077  179.46153], [380.53848 178.3077 ], [385.20004 215.59999], [375.96927 216.75383]
79360681633, [364.1231  178.98463], [384.67694 176.41539], [389.56927 215.55385], [369.01544 218.1231 ]
79461028089, [371.2616 179.0923], [386.52313 177.18462], [391.36926 215.95384], [376.10773 217.86153]
79663482686, [369.45944 179.75677], [385.35135 177.10812], [391.75674 215.54056], [375.86484 218.18921]
79761658357, [365.50684 178.64253], [386.7444  177.63121], [388.58374 216.25792], [367.3462  217.26924]
79862093559, [372.42816 179.13535], [381.6657  178.64917], [383.674   216.80664], [374.43646 217.29282]
79962938936, [365.57693 180.11539], [373.98642 179.71494], [375.75565 216.86877], [367.34616 217.26923]
80062834364, [357. 181.], [366. 181.], [366. 218.], [357. 218.]
80164624375, [348. 181.], [356. 181.], [356. 219.], [348. 219.]
80261857211, [320. 180.], [328. 180.], [328. 217.], [320. 217.]
80361693932, [313.51642 217.31969], [316.94263 179.63115], [338.49182 181.59016], [335.0656 219.2787]
80462193751, [312. 180.], [328. 180.], [328. 217.], [312. 217.]
80671892176, [312. 180.], [325. 180.], [325. 218.], [312. 218.]
80761843424, [313. 179.], [332. 179.], [332. 218.], [313. 218.]
80863598452, [317. 180.], [340. 180.], [340. 219.], [317. 219.]
80963635186, [324. 181.], [332. 181.], [332. 218.], [324. 218.]
81064355075, [352. 181.], [361. 181.], [361. 218.], [352. 218.]
81166436476, [362. 217.], [362. 180.], [371. 180.], [371. 217.]
81262371731, [368.767   180.10634], [377.98422 179.66743], [379.75797 216.9163 ], [370.54074 217.35521]
81361580155, [360.0753  180.12834], [384.2346  178.51772], [386.72134 215.81859], [362.56204 217.42921]
81462524114, [366.69992 179.9    ], [385.03995 177.28   ], [390.49997 215.5    ], [372.15994 218.12   ]
81562780475, [373.09235 177.73845], [385.40002 176.2    ], [390.32312 215.58461], [378.01544 217.12306]
81671920412, [373.09235 176.73845], [385.27698 175.21538], [390.32312 215.58461], [378.1385  217.10768]
81762552556, [368.01984 179.19801], [386.23767 177.37624], [390.06934 215.69307], [371.8515  217.51485]
81862504657, [360.7969  179.15738], [384.0355  177.49747], [386.7715  215.80203], [363.53293 217.46194]
81963264234, [369.57922 179.16293], [378.7489  178.72629], [380.56335 216.83035], [371.39368 217.267  ]
82061808339, [361.85083 180.12114], [370.95276 179.77107], [372.3811  216.90843], [363.27917 217.2585 ]
82162877400, [353. 181.], [362. 181.], [362. 218.], [353. 218.]
82260413665, [325. 181.], [333. 181.], [333. 218.], [325. 218.]
82360763680, [318. 180.], [341. 180.], [341. 219.], [318. 219.]
82461350878, [314. 180.], [333. 180.], [333. 218.], [314. 218.]
82561172082, [313. 179.], [326. 179.], [326. 218.], [313. 218.]
82760633091, [313. 179.], [329. 179.], [329. 218.], [313. 218.]
82860380699, [314.2995  216.80713], [316.95435 179.63962], [338.0609  181.14722], [335.40607 218.31473]
82961456464, [320. 181.], [329. 181.], [329. 218.], [320. 218.]
83061389954, [328. 219.], [328. 181.], [336. 181.], [336. 219.]
83162940657, [357. 181.], [366. 181.], [366. 218.], [357. 218.]
83260646860, [364.68658 180.10513], [373.80414 179.6907 ], [375.49487 216.8866 ], [366.37732 217.30103]
83360309667, [371.4779  179.16817], [380.50446 178.56639], [383.0531  216.79646], [374.02655 217.39824]
83461049005, [363.5172  179.20691], [384.7862  177.43448], [387.9793  215.75171], [366.71033 217.52414]
83561462433, [370.1539  179.23077], [385.53854 177.30771], [390.33853 215.7077 ], [374.9539  217.63077]
83760326018, [370.73996 179.18001], [385.02 177.14], [390.55997 215.92   ], [376.27994 217.96   ]
83860660182, [364.23083 179.84616], [384.5385  177.30771], [389.32312 215.58463], [369.01544 218.12308]
83960998050, [367.9412  180.76471], [377.35294 178.41177], [386.47055 214.88235], [377.0588  217.23529]
84061297621, [367. 180.], [376. 180.], [376. 217.], [367. 217.]
84163026689, [359. 181.], [367. 181.], [367. 218.], [359. 218.]
84260482432, [349. 218.], [349. 181.], [357. 181.], [357. 218.]
84360629493, [322. 181.], [330. 181.], [330. 218.], [322. 218.]
84461285753, [315.1931  217.68279], [318.35864 179.69658], [339.87592 181.48967], [336.7104  219.47588]
84561527246, [314. 180.], [330. 180.], [330. 218.], [314. 218.]
84662094055, [314. 180.], [325. 180.], [325. 218.], [314. 218.]
84760546343, [314. 179.], [326. 179.], [326. 217.], [314. 217.]
84860564396, [314. 218.], [314. 179.], [332. 179.], [332. 218.]
84961129761, [317.01038 217.82416], [319.2483  179.77933], [341.7 181.1], [339.4621  219.14484]
85061589639, [324. 181.], [332. 181.], [332. 218.], [324. 218.]
85162879273, [351. 218.], [351. 181.], [360. 181.], [360. 218.]
85260389966, [359.89178 181.07811], [368.25067 180.76851], [369.58905 216.90413], [361.23016 217.21373]
85360381370, [367.606  180.1197], [376.93265 179.65337], [378.7905  216.81047], [369.46384 217.27681]
85461126248, [359.83698 179.59862], [383.21234 178.73286], [384.60413 216.31096], [361.22876 217.17671]
85561504807, [366.3771  179.14755], [385.582   177.40164], [389.06558 215.72131], [369.8607  217.46722]
85662245554, [373.35403 177.30975], [386.49564 176.43365], [389.1815  216.72125], [376.0399  217.59735]
85760301189, [371.6154  209.07692], [377.46152 200.3077 ], [389.23074 208.15385], [383.3846  216.92308]
85860239831, [368.5854 179.2683], [385.5976  177.37807], [389.8659  215.79271], [372.8537  217.68294]
85960970967, [361.71176 179.25294], [383.8882  177.54707], [386.82938 215.78236], [364.65292 217.48824]
86061174089, [371. 179.], [380. 179.], [380. 217.], [371. 217.]
86162755780, [362.7556 180.1352], [371.8648  179.75565], [373.41248 216.89948], [364.30328 217.27902]
86260568752, [355. 181.], [363. 181.], [363. 218.], [355. 218.]
86360658090, [326. 181.], [334. 181.], [334. 219.], [326. 219.]
86461234977, [319. 218.], [319. 180.], [330. 180.], [330. 218.]
86563148689, [313.94482 217.66208], [317.11035 179.67587], [336.4759  181.28967], [333.31036 219.27588]
86663587363, [314. 180.], [328. 180.], [328. 218.], [314. 218.]
86861633127, [314. 180.], [328. 180.], [328. 218.], [314. 218.]
86962025650, [315. 180.], [335. 180.], [335. 218.], [315. 218.]
87062342651, [319. 181.], [328. 181.], [328. 218.], [319. 218.]
87164365853, [326. 219.], [326. 181.], [335. 181.], [335. 219.]
87261758318, [355. 181.], [363. 181.], [363. 218.], [355. 218.]
87361589326, [364. 180.], [372. 180.], [372. 217.], [364. 217.]
87462683006, [371. 179.], [380. 179.], [380. 217.], [371. 217.]
87574707504, [361.70584 179.17645], [383.8823  177.47058], [386.82938 215.78235], [364.65292 217.48822]
87664097466, [368.18466 178.47693], [384.67697 176.4154 ], [389.5693  215.55386], [373.077   217.61539]
87763866544, [374.23532 177.94116], [380.353   176.41174], [386.23532 199.94116], [380.11765 201.47058]
87862349726, [373.32877 177.24585], [386.60776 176.54697], [388.7238 216.7514], [375.4448  217.45029]
87963501762, [365.21545 179.72308], [384.5385  177.30771], [389.30774 215.46155], [369.98468 217.87692]
88064140766, [358.35175 179.97931], [382.44482 178.56207], [384.64136 215.90344], [360.54828 217.32068]
88165139108, [368. 180.], [377. 180.], [377. 217.], [368. 217.]
88261710745, [360. 217.], [360. 180.], [368. 180.], [368. 217.]
88361864515, [351. 181.], [359. 181.], [359. 218.], [351. 218.]
88462659696, [322.30362 217.70428], [325.2639  180.70111], [333.7297  181.37839], [330.76944 218.38156]
88562589064, [318. 180.], [339. 180.], [339. 219.], [318. 219.]
88663118913, [315. 180.], [332. 180.], [332. 218.], [315. 218.]
88761621154, [314. 180.], [326. 180.], [326. 218.], [314. 218.]
88861730162, [315. 181.], [324. 181.], [324. 218.], [315. 218.]
88961983309, [314. 179.], [331. 179.], [331. 218.], [314. 218.]
89062512492, [316.3891  217.77432], [318.76654 179.73541], [339.9961  181.06226], [337.61865 219.10117]
89164203564, [322. 181.], [331. 181.], [331. 218.], [322. 218.]
89261753283, [349. 181.], [358. 181.], [358. 218.], [349. 218.]
89361628574, [359. 181.], [367. 181.], [367. 218.], [359. 218.]
89462017823, [367. 180.], [376. 180.], [376. 217.], [367. 217.]
89562575417, [357.07007 180.12064], [381.35022 178.60312], [383.7354  216.76654], [359.45526 218.28406]
89662987056, [363.0811  180.48648], [382.3784  177.27026], [388.72977 215.37839], [369.43246 218.5946 ]
89761485835, [370.23083 178.84616], [384.63086 177.04617], [389.5078  216.06155], [375.1078  217.86154]
89961965574, [369.56097 179.04878], [385.03656 177.32927], [389.32922 215.96342], [373.85364 217.68294]
90062578968, [365. 178.], [386. 178.], [386. 217.], [365. 217.]
90163892165, [369.59753 179.37804], [378.4878  178.39024], [382.7317  216.58537], [373.84143 217.57317]
90261425940, [365. 180.], [374. 180.], [374. 217.], [365. 217.]
90361494003, [356. 181.], [365. 181.], [365. 217.], [356. 217.]
90462174198, [328. 181.], [337. 181.], [337. 219.], [328. 219.]
90562237095, [320.11038 217.67586], [323.269   179.77242], [331.8759  180.48967], [328.71725 218.39311]
90662925198, [317. 180.], [336. 180.], [336. 219.], [317. 219.]
90761628990, [315. 180.], [330. 180.], [330. 218.], [315. 218.]
90961910812, [315. 180.], [328. 180.], [328. 218.], [315. 218.]
91062440054, [316. 180.], [334. 180.], [334. 218.], [316. 218.]
91163906299, [319. 219.], [319. 180.], [341. 180.], [341. 219.]
91261455076, [326. 181.], [334. 181.], [334. 219.], [326. 219.]
91361556810, [353. 181.], [362. 181.], [362. 218.], [353. 218.]
91462065458, [362. 180.], [371. 180.], [371. 217.], [362. 217.]
91562239178, [368.4309  179.18784], [377.82593 178.69336], [379.83148 216.79834], [370.43646 217.29282]
91663202225, [359.93906 180.14722], [383.1066 178.4924], [385.77158 215.80203], [362.60403 217.45685]
91761580628, [368.36612 178.59077], [385.8123  177.62154], [387.96304 216.33537], [370.51688 217.30461]
91861508184, [372.09232 177.73846], [383.53848 176.30771], [388.4462  215.56924], [377.00003 217.     ]
91962418617, [373.42038 178.30533], [385.43362 177.50446], [388.04868 216.7301 ], [376.03543 217.53098]
92062465755, [366.2     179.59999], [383.67694 177.41539], [388.44617 215.56923], [370.96924 217.75383]
92163823070, [361. 179.], [384. 179.], [384. 217.], [361. 217.]
92261630493, [352. 181.], [361. 181.], [361. 218.], [352. 218.]
92362274799, [361. 180.], [370. 180.], [370. 217.], [361. 217.]
92462588585, [352. 181.], [361. 181.], [361. 218.], [352. 218.]
92562569127, [325. 181.], [333. 181.], [333. 219.], [325. 219.]
92663103686, [319. 180.], [341. 180.], [341. 219.], [319. 219.]
92761957546, [316. 180.], [334. 180.], [334. 218.], [316. 218.]
92861469225, [315. 180.], [328. 180.], [328. 218.], [315. 218.]
93063050042, [315. 180.], [330. 180.], [330. 218.], [315. 218.]
93163959014, [317. 180.], [337. 180.], [337. 218.], [317. 218.]
93261503070, [322. 181.], [332. 181.], [332. 218.], [322. 218.]
93361452353, [348. 181.], [356. 181.], [356. 219.], [348. 219.]
93462512168, [356. 181.], [365. 181.], [365. 217.], [356. 217.]
93563831184, [365. 180.], [374. 180.], [374. 217.], [365. 217.]
93663490671, [369.18463 179.47694], [377.9231  178.38463], [382.67694 216.41539], [373.93848 217.5077 ]
93761862076, [362.1077  179.86154], [382.53848 177.30771], [387.3231  215.58463], [366.8923  218.13846]
93861602752, [369.15387 179.23077], [383.80005 177.4    ], [388.64618 216.16922], [374. 218.]
94062661649, [371.51624 178.32419], [385.7307  177.61346], [387.6883 216.7656], [373.47382 217.47632]
94163824435, [363.5     179.50002], [383.03656 177.3293 ], [387.30487 215.74394], [367.7683  217.91466]
94261767703, [356.13232 180.11673], [380.35022 178.60312], [382.73932 216.8288 ], [358.52142 218.3424 ]
94361998468, [366. 180.], [375. 180.], [375. 217.], [366. 217.]
95242685943, [358. 181.], [367. 181.], [367. 218.], [358. 218.]
95315580077, [348. 181.], [357. 181.], [357. 218.], [348. 218.]
95393365446, [323. 181.], [331. 181.], [331. 218.], [323. 218.]
95463893857, [318. 180.], [338. 180.], [338. 219.], [318. 219.]
95530910287, [315. 180.], [331. 180.], [331. 218.], [315. 218.]
95598062318, [313.424   216.16798], [319.648   181.93599], [327.216 183.312], [320.992   217.54399]
95669055202, [315. 180.], [323. 180.], [323. 218.], [315. 218.]
95736011332, [316. 180.], [324. 180.], [324. 218.], [316. 218.]
95803199199, [360. 181.], [368. 181.], [368. 217.], [360. 217.]
95871226230, [366.6433  179.15259], [375.9876  178.72784], [377.71954 216.83093], [368.37524 217.25568]
95939039099, [360. 179.], [383. 179.], [383. 217.], [360. 217.]
96005631947, [365.22775 179.27724], [384.23764 177.37624], [388.05942 215.59407], [369.04953 217.49507]
96074334021, [372.3812 177.2431], [385.5552  176.54974], [387.67123 216.75415], [374.49722 217.44751]
96141367619, [371.9456  178.40405], [379.68198 176.25507], [387.2894  203.64188], [379.553   205.79086]
96207035724, [367.06155 178.49231], [383.55386 176.43079], [388.4462  215.56924], [371.9539  217.63077]
96275697129, [360.70587 179.17648], [382.88232 177.47061], [385.8294  215.78238], [363.65295 217.48825]
96363645140, [367.3077  180.46155], [376.66153 179.29233], [381.3077  216.46155], [371.9539  217.63077]
96462042235, [363. 180.], [372. 180.], [372. 217.], [363. 217.]
96561819806, [354. 181.], [363. 181.], [363. 218.], [354. 218.]
96663344488, [327. 181.], [335. 181.], [335. 219.], [327. 219.]
96763104225, [319.95175 217.82071], [322.1345 180.7138], [345.1724  182.06897], [342.98965 219.17587]
96863403848, [317. 180.], [335. 180.], [335. 219.], [317. 219.]
96961381824, [315. 180.], [329. 180.], [329. 218.], [315. 218.]
97163759258, [315. 180.], [329. 180.], [329. 218.], [315. 218.]
97262389758, [317. 180.], [335. 180.], [335. 219.], [317. 219.]
97362582116, [319.35614 217.61642], [323.252   180.60547], [345.89587 182.98904], [342. 220.]
97461761447, [326.1574  218.53258], [329.18445 180.69475], [337.72974 181.37837], [334.7027 219.2162]
97561675862, [353.8508  181.12112], [362.22305 180.7991 ], [363.64847 217.85968], [355.2762 218.1817]
97663077203, [363. 180.], [372. 180.], [372. 217.], [363. 217.]
97762346059, [367.4308  180.44617], [376.7846  179.27695], [381.44617 216.56924], [372.09235 217.73846]
97862650535, [359.61996 180.33998], [381.03995 177.27998], [386.49997 215.49998], [365.08    218.55998]
97961911741, [366.027   179.16214], [382.24326 176.45944], [388.72977 215.37836], [372.51352 218.08105]
98061376647, [374.9146  177.23172], [379.96338 176.67075], [382.10974 195.98782], [377.06097 196.5488 ]
98163648656, [370.10773 177.86153], [383.40002 176.2    ], [388.4154  216.32307], [375.1231 217.9846]
98262398498, [364.60974 179.48782], [383.1585  177.42685], [387.4146  215.73172], [368.86584 217.7927 ]
98362660639, [360. 179.], [383. 179.], [383. 217.], [360. 217.]
98461670165, [366.4254  180.08287], [375.61047 179.59944], [377.56903 216.81215], [368.38397 217.29558]
98561877340, [360. 181.], [368. 181.], [368. 217.], [360. 217.]
98663257089, [332. 181.], [340. 181.], [340. 219.], [332. 219.]
98762383455, [325. 181.], [333. 181.], [333. 218.], [325. 218.]
98862596574, [319. 219.], [319. 180.], [340. 180.], [340. 219.]
98961629546, [314.8443  217.71313], [318.38525 178.76233], [335.69672 180.33609], [332.15576 219.2869 ]
99061715695, [316. 181.], [327. 181.], [327. 218.], [316. 218.]
99163794082, [314.86    180.01999], [323.68    178.75998], [327.14    202.97998], [318.32    204.23999]
99262158160, [316. 180.], [332. 180.], [332. 218.], [316. 218.]
99362600037, [317.45135 217.77823], [319.8288  179.73932], [340.93384 181.05838], [338.5564  219.09729]
99461710810, [324. 181.], [332. 181.], [332. 219.], [324. 219.]
99561810091, [349. 181.], [357. 181.], [357. 218.], [349. 218.]
99663096594, [358. 217.], [358. 180.], [366. 180.], [366. 217.]
99762388324, [366. 180.], [375. 180.], [375. 217.], [366. 217.]
99862505402, [358. 179.], [382. 179.], [382. 217.], [358. 217.]
99961866358, [362.0811  180.48651], [381.3784 177.2703], [387.72977 215.37842], [368.43246 218.59464]
100061847113, [371.29227 178.26157], [385.47073 177.47388], [387.65536 216.79694], [373.4769  217.58463]
100262358418, [368.56097 179.04878], [383.92682 177.34148], [388.2317  216.08537], [372.86584 217.79268]
100362813871, [363.63394 178.58113], [383.8132  177.70378], [385.517   216.89058], [365.33774 217.76793]
100462422084, [368.39594 216.45686], [371.0863  178.79189], [383.0254  179.64467], [380.33502 217.30965]
100561741743, [363.64124 180.10721], [371.9876  179.72781], [373.67834 216.9237 ], [365.33197 217.3031 ]
100663175942, [356. 181.], [365. 181.], [365. 218.], [356. 218.]
100762447412, [346.8658  181.10808], [354.27078 180.85274], [355.58194 218.87648], [348.17697 219.13182]
100862485912, [322. 181.], [330. 181.], [330. 219.], [322. 219.]
100961895373, [318. 180.], [337. 180.], [337. 219.], [318. 219.]
101061671653, [316. 180.], [330. 180.], [330. 219.], [316. 219.]
101262477239, [316. 180.], [329. 180.], [329. 219.], [316. 219.]
101362372287, [315.24756 217.52472], [319.0396  179.60394], [337.15845 181.41583], [333.3664  219.33661]
101461740801, [320. 219.], [320. 180.], [341. 180.], [341. 219.]
101563824950, [326. 181.], [334. 181.], [334. 219.], [326. 219.]
101664215085, [353. 181.], [361. 181.], [361. 218.], [353. 218.]
101763603693, [361. 217.], [361. 180.], [370. 180.], [370. 217.]
101864276605, [367.6433  179.15259], [376.8062  178.73608], [378.53815 216.83917], [369.37524 217.25568]
101963266947, [359.2995 179.1929], [381.401   177.61423], [384.13196 215.84772], [362.03046 217.42639]
102061810836, [367.54755 178.49774], [384.74664 177.67874], [386.59277 216.44797], [369.39368 217.26697]
102165207551, [370.54    177.78001], [382.02 176.14], [387.75998 216.31999], [376.28 217.96]
