time, p0, p1, p2, p3
10517011000, [195.61693 276.90237], [311.32016   75.037155], [324.77722   82.750336], [209.074   284.61554]
10611984000, [418.825 294.148], [519.6375  292.52197], [525.2534 640.7056], [424.44092 642.33167]
10683211000, [405.01657 577.44226], [435.3605  288.16364], [491.1038  294.01086], [460.75986 583.2895 ]
10749649000, [ -3.03553 123.50254], [  5.6421356 113.489845 ], [ 38.76396 142.19543], [ 30.086296 152.20813 ]
10842692000, [312.83115  74.34711], [644.8231   53.22037], [645.6787    66.665924], [313.68677  87.79266]
10912278000, [179.29462 269.72992], [421.25903 256.09808], [423.13446 289.38678], [181.17004 303.01862]
10982985000, [-1.919634e-14  0.000000e+00], [667.   0.], [667. 627.], [  0. 627.]
11075638000, [-16.449085   5.838745], [658.66437 -29.85012], [675.12177 281.4693 ], [8.3007812e-03 3.1715817e+02]
11151386000, [-14.921804 100.463776], [646.7684   54.65454], [662.0579  275.50375], [  0.36773682 321.313     ]
11247631000, [163.47366 268.4044 ], [341.68863  48.89573], [383.19858  82.59689], [204.98361 302.10556]
11311986000, [395.70776 310.66156], [481.00006 300.     ], [520.15393 613.2308 ], [434.86163 623.89233]
11377485000, [362.13855 677.90967], [503.57678     7.1716194], [726.2036   54.11682], [584.7654  724.85486]
11477369000, [469.9372 487.369 ], [499.40436 437.74008], [617.42316 507.81375], [587.956  557.4426]
11543393000, [448.4351 484.8843], [562.1543 407.4921], [587.9302  445.36685], [474.21094 522.75903]
11611292000, [152.35944  70.57795], [664.93475   41.835457], [677.70734 269.6146 ], [165.13202 298.3571 ]
11708769000, [448.78226  71.1706 ], [644.7764   56.09411], [645.7235    68.405876], [449.7293   83.48237]
11776614000, [405.57404 320.8225 ], [467.69238 316.5385 ], [488.53967 618.8249 ], [426.42133 623.1089 ]
11848329000, [201.6082  275.18597], [255.76366 182.59763], [267.24933 189.31567], [213.09389 281.90402]
11944326000, [417.8712  430.06982], [442.8607 429.2505], [446.0757 527.309 ], [421.0862  528.12836]
12009816000, [533.00006 517.00006], [632.80975 468.60748], [650.5584  505.21417], [550.7487  553.60675]
12108622000, [453.41763 445.64694], [777.0231 413.6555], [787.6732  521.38586], [464.06775 553.3773 ]
12178352000, [-74.50419 121.7099 ], [642.2044    18.683167], [716.70856 536.97314], [-6.1035156e-05  6.3999988e+02]
12242324000, [-142.43185  155.07547], [614.5713  -65.45218], [757.0032  423.47238], [6.1035156e-05 6.4400000e+02]
12316152000, [137.41489 181.45059], [581.08685  -59.518074], [646.99414   61.830643], [203.3222  302.79932]
12409394000, [292.3534  352.78766], [569.39624 158.7356 ], [761.75085 433.35504], [484.708  627.4071]
12478681000, [316.72653 592.01514], [613.9238    15.632561], [892.2158  159.12695], [595.01855 735.5095 ]
12546375000, [168.12363 302.4817 ], [304.98972   71.079285], [340.31033  91.97015], [203.44424 323.37256]
12648943000, [451.27612 387.5228 ], [760.81665 347.93045], [781.70886 511.2698 ], [472.16833 550.8622 ]
12709165000, [467. 414.], [761. 414.], [761. 505.], [467. 505.]
12810709000, [130.85152 107.08664], [449.31705   55.335968], [482.38013 258.80075], [163.91458 310.55142]
12883447000, [ 69.11078 103.28052], [672.8681   41.70749], [696.2115  270.60165], [ 92.45416 332.17468]
12939402000, [328.78174  82.94416], [600.9645   63.50254], [601.7919    75.086296], [329.60913   94.527916]
13041310000, [417.94678 324.1048 ], [476. 320.], [497.48755 623.89484], [439.43433 627.99963]
13109005000, [476.00006 442.00006], [499.50006 418.50006], [575.00006 494.00006], [551.50006 517.50006]
13181587000, [397.6961  585.17676], [473.77853 378.52048], [571.3146  414.42926], [495.23215 621.0856 ]
13274402000, [371.6048  355.90747], [706.2165  241.83525], [805.5733 533.2818], [470.9616 647.354 ]
13342988000, [426.08545 428.0322 ], [737.91174 324.82993], [800.9811  515.39417], [489.1548  618.59644]
13411274000, [462.94525 429.6408 ], [775.689 402.081], [785.1286  509.19934], [472.38483 536.75916]
13509075000, [428.70142 565.1316 ], [507.9238  397.54578], [573.6533  428.61792], [494.43094 596.20374]
13577219000, [442.73587 498.6991 ], [544.1025 391.9974], [583.99744 429.89758], [482.6308  536.59924]
13643052000, [456.45297  72.88823], [614.9       60.699986], [615.7118   71.25293], [457.26477  83.44118]
13743946000, [353.52512 370.31647], [488.80917 304.60706], [614.43396 563.2464 ], [479.14993 628.9558 ]
13810247000, [378.98907 335.1148 ], [485.93427 306.75226], [595.24774 718.9344 ], [488.30255 747.29694]
13908271000, [200.02173 293.43686], [320.49774  84.13527], [336.6819   93.45102], [216.20587 302.75262]
13977152000, [409.03934 351.09674], [464.5247 344.8069], [495.67343 619.58356], [440.18808 625.8734 ]
14044428000, [360.22318 350.6933 ], [484.87997 304.6751 ], [631.9751 703.1353], [507.31833 749.1535 ]
14111168000, [371.47937 340.66504], [482.33755 308.75134], [565.9343 599.1402], [455.07614 631.0539 ]
14209333000, [200.42966 286.09586], [307.8779   99.47519], [320.7593   106.891754], [213.31107 293.51242]
14277364000, [324.44452  83.25499], [594.98944   63.853333], [595.65717  73.16402], [325.11224   92.565674]
14373962000, [428.4027   75.19323], [643.901    58.70704], [644.65125  68.51304], [429.15295  84.99923]
14442754000, [321.7964   80.16258], [652.8144    56.412422], [653.86554  71.06346], [322.84753  94.81362]
14510127000, [ 10.868024 134.15228 ], [ 12.715741 132.0203  ], [ 32.62691 149.27664], [ 30.779194 151.40863 ]
14607793000, [134.88895 185.39198], [551.43164  -53.383724], [618.0471   62.82657], [201.5044  301.60226]
14676867000, [103.37974 182.93808], [580.45715 -70.61358], [652.  64.], [174.9226  317.55167]
14745003000, [319.75848  77.67015], [648.7688   53.81069], [649.71704  66.88696], [320.70673  90.74642]
14843756000, [453.13458 481.8705 ], [496.3922 440.215 ], [507.03278 451.2648 ], [463.77515 492.92032]
14912694000, [412.39368 252.56781], [567.9611 246.9289], [585.0723 718.9974], [429.50488 724.6363 ]
14978444000, [415.19525 307.17828], [476.99738 304.9272 ], [488.28973 614.95294], [426.4876  617.20404]
15075147000, [199.97142 283.94974], [287.59155  109.752594], [306.40143 119.21384], [218.78131 293.41098]
15143682000, [ -5.9475994 168.607    ], [  2.2008724 107.49346  ], [ 66.131004 116.01749 ], [ 57.982536 177.13101 ]
15241692000, [665.  54.], [666.  54.], [666.  63.], [665.  63.]
15307660000, [508.69516 671.2561 ], [512.75616 670.80493], [518.10974 718.9879 ], [514.04877 719.4391 ]
15410818000, [666.307   111.06932], [879.37634   89.762375], [895.57434 251.74257], [682.505  273.0495]
15473224000, [605.97656 244.20865], [611.39185 232.52304], [665.0613  257.39426], [659.646   269.07986]
15542965000, [428.2256 706.0211], [510.29626 669.422  ], [519.5654 690.2074], [437.49475 726.8065 ]
15608447000, [209.55444 265.92853], [706.1195  232.26312], [709.36    280.06036], [212.79492 313.72577]
15707100000, [ -2.2587929 111.720215 ], [665.0331   40.89032], [735.3176 703.0445], [ 68.02576 773.8744 ]
15778231000, [76.58976  22.238983], [660.657    -15.041962], [678.845  269.9035], [ 94.77777 307.18445]
15844872000, [158.56311 299.7432 ], [296.18585  65.64262], [332.0783   86.74301], [194.45557 320.8436 ]
15955257000, [358.2406 707.3524], [497.3586   -30.296413], [720.3821    11.765015], [581.26404 749.4138 ]
16019103000, [-7.219761 25.647217], [661.114    -16.548897], [679.1725  269.47388], [ 10.838684 311.66998 ]
16082727000, [357.5721 706.0001], [496.01425    9.225533], [718.2517    53.381897], [579.8096 750.1565]
16175713000, [  0.     718.9999], [0. 0.], [578.9999   0.    ], [578.9999 718.9999]
16248179000, [447.5863 493.1845], [464.94818 441.79327], [542.25946 467.91193], [524.8976  519.30316]
16344067000, [-8.447558 98.57083 ], [292.71338   42.569843], [310.3141 137.2226], [  9.153137 193.22359 ]
16414761000, [139.85898 183.63876], [555.73956 -57.46673], [626.2765   64.20174], [210.39587 305.30722]
16480685000, [442.25085 443.67978], [540.54755 431.73715], [560.21875 593.64624], [461.92206 605.58887]
16574718000, [361.02264 355.06335], [478.91403 312.95923], [618.2806 703.1854], [500.3892  745.28955]
16643831000, [143.93399 251.49738], [372.03757  25.53559], [428.98575  83.02356], [200.88217 308.98535]
16711706000, [163.38339 302.057  ], [298.99478  69.58032], [335.1813   90.68915], [199.56992 323.16583]
16809676000, [ -1.9999962 133.00002  ], [  6.500004 124.500015], [ 43.000004 161.00002 ], [ 34.500004 169.50002 ]
16875044000, [413.85406 306.5985 ], [547.86426 302.9766 ], [559.10657 718.943  ], [425.09637 722.56494]
16943697000, [379.57697 328.88458], [472.6539  310.26923], [554.38464 718.92316], [461.3077 737.5385]
17042376000, [441.12573 458.2556 ], [491.50708 451.38544], [501.      521.00006], [450.61865 527.87024]
17110081000, [315.49     82.65213], [424.94305  77.73288], [425.52112  90.59454], [316.06805   95.513794]
17207463000, [ -2.6895103 106.14905  ], [664.87384   43.918518], [686.25116 273.23926], [ 18.687805 335.4698  ]
17274163000, [166.87494 298.92697], [301.2719    68.736404], [335.6379    88.801025], [201.24094 318.99158]
17342101000, [352.3912 680.1075], [447.32196 292.96783], [645.5486  341.57513], [550.6178 728.7148]
17443548000, [354.47876 683.4081 ], [483.4891  119.68904], [685.31165 165.87732], [556.3013 729.5964]
17511400000, [366.35574 621.9861 ], [463.17355 207.90392], [626.60925 246.11731], [529.7915  660.19946]
17609381000, [349.80154 351.53955], [470.4008  306.21884], [615.063  691.1675], [494.4637  736.48816]
17712168000, [ 97.527145 174.58365 ], [589.0722  -66.42323], [658.84845  75.8887 ], [167.3034  316.89557]
17775110000, [261.51782 347.36768], [383.351   254.46472], [613.0507 555.6937], [491.21753 648.5967 ]
17872405000, [449.69385   71.178154], [588.8946    62.340034], [589.60425   73.517204], [450.4035   82.35532]
17942706000, [407.45255 255.69412], [535.9985  252.93564], [545.9999 719.    ], [417.45398 721.75854]
18039525000, [181.16666  91.19948], [645.7729   56.00209], [663.0897  284.58417], [198.48346 319.78156]
18108468000, [84.999664 97.8259  ], [763.2446  31.1445], [830.5945 716.1887], [152.34949 782.8701 ]
18177539000, [ 62.57959 597.2578 ], [292.21005 -82.56907], [763.3253   76.56323], [533.6948  756.39014]
18276048000, [589.7335  250.51604], [594.9949  235.38957], [660. 258.], [654.73865 273.12646]
18340117000, [390.12546 310.52304], [482.80084 297.47983], [542.0653 718.5685], [449.3899 731.6117]
18410975000, [318.80585  80.97578], [572.594    64.67745], [573.3955   77.15809], [319.60736  93.45641]
18508955000, [314.78543  81.03072], [647.8532    56.968773], [649.0105   72.98783], [315.9427   97.04978]
18573824000, [ -4.852005 317.79254 ], [ 558.32007 -122.4084 ], [974.66473 410.2431 ], [411.49268 850.44403]
18644997000, [-2.2013028e-14  0.0000000e+00], [582.   0.], [582. 719.], [  0. 719.]
18741456000, [ 71.36862 616.7534 ], [ 268.27927 -104.72725], [723.8794    19.617737], [526.96875 741.0984 ]
18811258000, [378.57382 715.68854], [422.6804  230.51642], [573.16394 244.19672], [529.0574  729.36884]
18909093000, [ 47.802002 112.01979 ], [278.5941   88.94058], [280.43567 107.35643], [ 49.643585 130.43564 ]
18972189000, [-72.27225 141.82736], [ 234.2362  -268.82013], [1066.5919  352.4526], [760.0835 763.1001]
19042176000, [-36.19507 592.8507 ], [318.05103  -13.409424], [820.301   280.06213], [466.05493 886.32227]
19141507000, [-2.2013028e-14  0.0000000e+00], [788.   0.], [788. 719.], [  0. 719.]
19206179000, [-2.2013028e-14  0.0000000e+00], [778.   0.], [778. 719.], [  0. 719.]
19277885000, [-2.2013028e-14  0.0000000e+00], [528.   0.], [528. 719.], [  0. 719.]
19377267000, [-6.247409 81.4433  ], [467.8928    35.558746], [492.98764 294.87216], [ 18.847443 340.7567  ]
19443163000, [271.20172 663.5317 ], [507.62454     7.9957314], [726.90533  87.08063], [490.4825 742.6166]
19506581000, [113.50673 713.63135], [120.54579 254.08055], [507.03064 260.0005 ], [499.99158 719.5513 ]
19607425000, [113.15977 318.5422 ], [243.77951  78.79711], [280.16513  98.621  ], [149.54538 338.3661 ]
19678253000, [-24.197357 677.6461  ], [34.589325 41.929794], [558.13367  90.34363], [499.34702 726.05994]
19742249000, [337.31335 711.0948 ], [383.2505  236.41133], [540.23193 251.60309], [494.2948  726.28656]
19841504000, [302.46997 695.6447 ], [453.04987  -29.876457], [663.5485    13.811951], [512.9686 739.3331]
19907910000, [258.02545 662.15894], [513.3252   -29.412651], [734.1848   52.11963], [478.88507 743.6912 ]
19974741000, [327.56598   10.418213], [727.58185    -6.3566895], [758.00006 718.99994], [357.9842  735.77484]
20077437000, [58.66332  11.568665], [722.5852   -18.511963], [756.      718.99994], [ 92.078125 749.08057 ]
20142276000, [-10.278746  21.509949], [701.38464  -29.468811], [754.9999 719.    ], [ 43.336487 769.97876 ]
20206068000, [ 67.05159 406.2216 ], [515.6258  -46.89894], [860.86664 294.87796], [412.29242 747.9985 ]
20307789000, [6.1035156e-05 0.0000000e+00], [761.99994   0.     ], [761.99994 718.9999 ], [6.1035156e-05 7.1899988e+02]
20377050000, [26.15551  37.430084], [662.0646   -46.426178], [763.     718.9999], [127.09094 802.8562 ]
20442361000, [310.4408  306.22455], [416.32776 296.93622], [453.3482  718.96954], [347.46124 728.2579 ]
20540377000, [39.903954 27.201569], [693.67584  -33.062286], [763.00006 719.     ], [109.22815 779.2639 ]
20643303000, [  0.     718.9999], [0. 0.], [630.9999   0.    ], [630.9999 718.9999]
20709667000, [ -8.488129 337.6807  ], [ 418.59854 -149.40994], [1044.9182  399.7543], [617.83154 886.845  ]
20775575000, [-2.2013028e-14  0.0000000e+00], [766.   0.], [766. 719.], [  0. 719.]
20873788000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
20944280000, [-2.2013028e-14  0.0000000e+00], [850.   0.], [850. 719.], [  0. 719.]
21005624000, [-40.651314 124.6409  ], [676.5258   -17.325958], [816.46564 689.61096], [ 99.28851 831.57776]
21108359000, [ -3.3173523 559.22644  ], [ 72.42294 234.417  ], [601.4679  357.78174], [525.72754 682.5912 ]
21175827000, [-67.791534 316.00266 ], [  76.18265 -134.24393], [866.911    118.605255], [722.93677 568.8518 ]
21238635000, [347.02942 594.6176 ], [365.09412 359.77646], [437.28235 365.3294 ], [419.21765 600.17053]
21341539000, [ 36.50879 277.10724], [ 344.3324  -171.36682], [1031.0936   300.01233], [723.27   748.4864]
21405740000, [ 67.28732 309.74323], [ 339.22845 -151.8594 ], [1019.1682   248.70935], [747.2271 710.312 ]
21471263000, [347.23355 715.4935 ], [358.71487 248.0386 ], [532.3154  252.30249], [520.8341  719.75745]
21574935000, [-30.099915  39.338226], [691.0471   -34.327362], [768. 719.], [ 46.852966 792.66565 ]
21643063000, [323.78168 309.1516 ], [427.97614 292.84735], [492.878  707.6108], [388.68353 723.91504]
21705296000, [440.45874   51.390625], [596.6698    -3.767456], [832.75366 664.83624], [676.5426 719.9943]
