time, p0, p1, p2, p3
21808782000, [344.79663 262.11603], [506.94434 253.90149], [530.47974 718.4691 ], [368.33203 726.68365]
21873506000, [96.10959    4.7799225], [654.2566    -7.577652], [661.1727  304.79688], [103.025696 317.15448 ]
21942431000, [75.97397  16.539673], [714.6841   -19.533691], [756.1079 713.9108], [117.39783 749.9842 ]
22038851000, [-3.875534 79.30899 ], [523.2796   71.41153], [532.9773 718.7307], [  5.8221436 726.6282   ]
22106422000, [ -5.3480225 106.64838  ], [554.0194 -65.7594], [724.5031  487.36548], [165.13568 659.77325]
22208991000, [-36.92919  94.95389], [671.5483   -12.694611], [782.39215 716.81335], [ 73.91467 824.4618 ]
22274385000, [0.00012207 0.        ], [773.   0.], [773.     718.9999], [1.2207031e-04 7.1899988e+02]
22337150000, [ 96.38278 316.04276], [285.63458   -3.686924], [353.34802   36.393463], [164.09622 356.12314]
22438321000, [322.47107  70.40393], [713.50073   36.323303], [773.0001 719.    ], [381.97046 753.0806 ]
22506709000, [319.57422  71.65048], [702.6521   35.58145], [767. 719.], [383.92212 755.069  ]
22574224000, [373.5295 547.2846], [381.8585  385.46332], [674.05493 400.50287], [665.72595 562.32416]
22672205000, [-19.983166 113.66109 ], [594.71204   56.882034], [615.43445 281.22498], [  0.7392578 338.00403  ]
22739785000, [-1.999236e-14  0.000000e+00], [676.   0.], [676. 653.], [  0. 653.]
22807669000, [0.00012207 0.        ], [776.   0.], [776.     718.9999], [1.2207031e-04 7.1899988e+02]
22907626000, [  0.     718.9999], [0. 0.], [777.9999   0.    ], [777.9999 718.9999]
22972752000, [-2.2013028e-14  0.0000000e+00], [780.   0.], [780. 719.], [  0. 719.]
23042524000, [-2.2013028e-14  0.0000000e+00], [790.   0.], [790. 719.], [  0. 719.]
23138123000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
23205660000, [  0.     718.9999], [0. 0.], [780.9999   0.    ], [780.9999 718.9999]
23306660000, [101.558075 290.8968  ], [ 472.78757 -123.74257], [810.9214  178.99103], [439.69193 593.6304 ]
23375263000, [  0.     718.9999], [0. 0.], [784.9999   0.    ], [784.9999 718.9999]
23438077000, [  0.     597.9999], [0. 0.], [723.9999   0.    ], [723.9999 597.9999]
23541028000, [-4.9807014  4.796356 ], [624.1393    -6.548401], [629.1403 270.7811], [2.0324707e-02 2.8212585e+02]
23604186000, [-21.105787  12.241623], [606.6971    -15.4926605], [627.80286 462.2657 ], [  0. 490.]
23672310000, [-2.2013028e-14  0.0000000e+00], [783.   0.], [783. 719.], [  0. 719.]
23772695000, [-2.2013028e-14  0.0000000e+00], [782.   0.], [782. 719.], [  0. 719.]
23839493000, [-2.2013028e-14  0.0000000e+00], [761.   0.], [761. 719.], [  0. 719.]
23903782000, [-2.2013028e-14  0.0000000e+00], [788.   0.], [788. 719.], [  0. 719.]
24005053000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
24071287000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
24141954000, [-2.2013028e-14  0.0000000e+00], [691.   0.], [691. 719.], [  0. 719.]
24241029000, [-20.788568  28.81247 ], [620.8409    -5.372711], [656.2088  658.45605], [ 14.579346 692.64124 ]
24309897000, [-2.2013028e-14  0.0000000e+00], [702.   0.], [702. 719.], [  0. 719.]
24372455000, [323. 117.], [684. 117.], [684. 719.], [323. 719.]
24471410000, [-2.2013028e-14  0.0000000e+00], [696.   0.], [696. 719.], [  0. 719.]
24545746000, [-2.2013028e-14  0.0000000e+00], [698.   0.], [698. 719.], [  0. 719.]
24640098000, [-26.065956  52.941116], [551.9279      2.3941498], [579.34296 315.87878], [  1.34906 366.42572]
24705526000, [296.06616 702.3756 ], [334.87628 336.0081 ], [694.52686 374.1067 ], [655.71674 740.47424]
24776757000, [233.89445 601.1398 ], [390.0406  309.06787], [612.4499 427.9713], [456.30377 720.0432 ]
24870983000, [ 58.022095 513.9379  ], [ 61.723206 336.2859  ], [619.5436  347.90717], [615.84247 525.5592 ]
24940099000, [ 63.501236 370.5346  ], [301.3211  115.61659], [690.6634  478.84448], [452.8435 733.7625]
25007459000, [ -0.7593994 478.91666  ], [ 24.805298 246.0706  ], [701.87805 320.40793], [676.31335 553.25397]
25105152000, [265.55817 639.1857 ], [359.15668 364.8011 ], [489.08447 409.12225], [395.48596 683.5069 ]
25172397000, [264.7     639.89996], [355.7 366.9], [484.10004 409.7    ], [393.10004 682.69995]
25237350000, [315.2033 688.7023], [319.0747  340.27866], [450.49182 341.7389 ], [446.62042 690.1625 ]
25341169000, [244.45694 638.4106 ], [383.26572 296.43628], [590.5558  380.57617], [451.74704 722.5505 ]
25404351000, [195.6978  545.29663], [432.42322 216.44653], [686.8989  399.63293], [450.17352 728.48303]
25505273000, [244.99997 332.     ], [645.48004 257.37643], [730.5071  713.68823], [330.02698 788.31177]
25571881000, [15.550877 57.51822 ], [622.6922   -16.523468], [710.8605  706.45605], [103.71918 780.4978 ]
25641828000, [-16.633583  69.800415], [550.86395 -70.66937], [743.76776 708.6614 ], [176.2702  849.13116]
25705554000, [237.0754 516.8561], [238.18166 294.4935 ], [677.88715 296.6811 ], [676.7809 519.0437]
25806905000, [-11.3083725  94.50287  ], [549.2722   -49.535217], [725.82605 637.5933 ], [165.24548 781.6314 ]
25871423000, [-7.745891e-15  9.500000e+01], [328.  95.], [328. 348.], [  0. 348.]
25974638000, [0.00012207 0.        ], [1278.9999    0.    ], [1278.9999  718.9999], [1.2207031e-04 7.1899988e+02]
26039215000, [70.533615 46.892746], [ 5.6296344e+02 -3.8050842e-01], [591.1032  292.74213], [ 98.6734  340.01538]
26106463000, [236.8616  688.97534], [304.31522 311.2349 ], [495.712   345.41284], [428.2584 723.1533]
26205347000, [263.38947 307.8407 ], [666.7965 280.9469], [696.00006 719.     ], [292.59302 745.8938 ]
26274324000, [-26.171234  86.39917 ], [562.26044 -41.40503], [722.0819  694.43915], [133.6502  822.24335]
26339558000, [-49.772915  60.843353], [614.7775   -18.637848], [703.     718.9999], [ 38.449585 798.4811  ]
26436008000, [  0.     718.9999], [0. 0.], [706.9999   0.    ], [706.9999 718.9999]
26506198000, [-29.043905  38.584473], [659.2177     -5.8949585], [706.0643  718.99585], [ 17.802673 763.4753  ]
26574631000, [ 85.998566 604.8926  ], [183.22214 192.94536], [499.118   267.49988], [401.89444 679.4471 ]
26672792000, [ 15.6515045 395.8195   ], [324.4618  44.8051], [790.2069  454.55148], [481.3966  805.56586]
26740554000, [199.35138 212.63614], [576.5565  73.7952], [769.5323 598.0746], [392.32715 736.9155 ]
26803700000, [134.54176 336.29987], [321.34833 214.04424], [587.69965 621.029  ], [400.89307 743.2846 ]
26904764000, [23.533337 67.461365], [592.27466 -26.70111], [708.6454 676.1779], [139.90405 770.3404 ]
26969839000, [242.00002 112.     ], [593.072    40.35266], [720.0332 662.4626], [368.96118 734.1099 ]
27038701000, [307.7816  332.14337], [396.95908 321.65192], [443.68265 718.80206], [354.50516 729.2935 ]
27140112000, [328.87347 171.39148], [580.0999    77.589355], [806.3017 683.4166], [555.07526 777.21875]
27205607000, [-20.390759  25.58078 ], [677.42224    -4.8606873], [709. 719.], [ 11.187012 749.4414  ]
27275403000, [17.01751  47.998352], [646.1712   -11.566528], [715.2277 717.8424], [ 86.074036 777.4073  ]
27374183000, [-32.888374  45.600067], [637.2957    -6.829193], [694.0777 718.994 ], [ 23.893616 771.4232  ]
27439098000, [  0.     569.9999], [0. 0.], [662.9999   0.    ], [662.9999 569.9999]
27508138000, [-26.528675  50.34076 ], [616.87384    -6.4300537], [679.92535 708.1536 ], [ 36.522827 764.92444 ]
27608304000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
27671713000, [-2.2013028e-14  0.0000000e+00], [652.   0.], [652. 719.], [  0. 719.]
27769703000, [-2.2013028e-14  0.0000000e+00], [663.   0.], [663. 719.], [  0. 719.]
27839749000, [-2.2013028e-14  0.0000000e+00], [708.   0.], [708. 719.], [  0. 719.]
27902263000, [6.1035156e-05 0.0000000e+00], [736.99994   0.     ], [736.99994 718.9999 ], [6.1035156e-05 7.1899988e+02]
28002892000, [  0.     718.9999], [0. 0.], [904.9999   0.    ], [904.9999 718.9999]
28071523000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
28138730000, [-2.2013028e-14  0.0000000e+00], [798.   0.], [798. 719.], [  0. 719.]
28258036000, [-2.2013028e-14  0.0000000e+00], [827.   0.], [827. 719.], [  0. 719.]
28303310000, [168. 132.], [802. 132.], [802. 719.], [168. 719.]
28371915000, [-2.2013028e-14  0.0000000e+00], [827.   0.], [827. 719.], [  0. 719.]
28474748000, [0.00012207 0.        ], [1278.9999    0.    ], [1278.9999  718.9999], [1.2207031e-04 7.1899988e+02]
28540292000, [-2.2013028e-14  0.0000000e+00], [1222.    0.], [1222.  719.], [  0. 719.]
28637087000, [138.97379 139.70059], [726.17175  -7.30307], [908.0001 719.    ], [320.80212 866.00366]
28703981000, [-2.2013028e-14  0.0000000e+00], [935.   0.], [935. 719.], [  0. 719.]
28771777000, [-2.2013028e-14  0.0000000e+00], [949.   0.], [949. 719.], [  0. 719.]
28871241000, [  0.     718.9999], [0. 0.], [890.9999   0.    ], [890.9999 718.9999]
28939200000, [-2.2013028e-14  0.0000000e+00], [946.   0.], [946. 719.], [  0. 719.]
29002133000, [ -1.9936371 717.28326  ], [ 4.3776093 -2.6692264], [503.81635     1.7505493], [497.44513 721.70306]
29105984000, [-1.4297752e-14  0.0000000e+00], [749.   0.], [749. 467.], [  0. 467.]
29171824000, [-2.2013028e-14  0.0000000e+00], [753.   0.], [753. 719.], [  0. 719.]
29241942000, [-18.083694  92.956116], [ 681.18866 -132.6784 ], [956.00006 719.00006], [256.72772 944.6346 ]
29311240000, [  0.     718.9999], [0. 0.], [960.9999   0.    ], [960.9999 718.9999]
29404634000, [-16.788155  82.93463 ], [ 732.66644 -130.08197], [974.      719.00006], [224.54541 932.01666]
29474224000, [-14.993141  82.701324], [ 737.4638  -128.96744], [976.00006 719.0001 ], [223.54309 930.66895]
29572801000, [-70.03566 270.6249 ], [  95.22572 -120.19595], [566.5929   79.12497], [401.33148 469.94583]
29638340000, [-2.2013028e-14  0.0000000e+00], [978.   0.], [978. 719.], [  0. 719.]
29702205000, [-40.0186  675.78644], [89.53415  58.151066], [610.69696 167.46808], [481.1442  785.10345]
29803189000, [ 61. 719.], [ 61. 128.], [562. 128.], [562. 719.]
29871559000, [-22.87815 703.6327 ], [ 36.8677 466.9472], [220.52438 513.3071 ], [160.77853 749.9926 ]
29969376000, [351.39398 419.1197 ], [358.9925 267.1496], [709.5661  284.67828], [701.9676  436.64838]
30038451000, [277.71915  82.38675], [ 7.2590076e+02 -5.3669739e-01], [799.46716 397.07214], [351.28552 479.9956 ]
30104320000, [278.41565  76.53053], [723.37354   -3.483841], [799.192  418.1408], [354.23413 498.1552 ]
30203260000, [-22.464737  91.157104], [ 682.0615 -132.2532], [952. 719.], [247.47375 942.4103 ]
30268576000, [-16.848839  79.412476], [ 712.8129  -126.90576], [952.00006 718.9999 ], [222.33832 925.3181 ]
30338639000, [176.   0.], [945.   0.], [945. 719.], [176. 719.]
30436588000, [-36.1893    63.333405], [871.2074   -15.478119], [935.0001 719.    ], [ 27.603455 797.8115  ]
30506671000, [167.56409 163.34491], [428.22382     6.2349243], [619.32855 323.2951 ], [358.66882 480.4051 ]
30570899000, [193.16965 146.55728], [ 369.09283 -183.37482], [912.7018  106.48309], [736.7786 436.4152]
30671449000, [-13.856241   8.189575], [729.5539    -13.6432495], [743.4103 458.1671], [1.2207031e-04 4.7999994e+02]
30735026000, [-19.898949  89.25119 ], [ 676.60864  -121.546844], [931.0001 719.    ], [234.49255 929.7981 ]
30806194000, [171.6197    20.153015], [890.5162    -8.012756], [918.99994 719.     ], [200.10345 747.1658 ]
30904273000, [-32.09822  85.74942], [ 675.259   -112.97958], [909.00006 719.     ], [201.64288 917.729  ]
30972670000, [ -4.0925903 161.37094  ], [ 266.84967 -260.39957], [1181.5745   327.21304], [910.63226 748.9835 ]
31039362000, [275.57486 587.78784], [366.70535 110.63255], [544.23413 144.53827], [453.1036  621.69354]
31137603000, [-1.6900127e-14  0.0000000e+00], [712.   0.], [712. 552.], [  0. 552.]
31202440000, [-14.651043   8.368011], [709.6305   -12.701965], [724.2816 490.93  ], [6.1035156e-05 5.1199997e+02]
31274073000, [477.09018   95.772736], [727.95935  -14.485809], [1025.5076   662.52014], [774.6384 772.7787]
31371975000, [-2.2013028e-14  0.0000000e+00], [907.   0.], [907. 719.], [  0. 719.]
31435206000, [-2.2013028e-14  0.0000000e+00], [914.   0.], [914. 719.], [  0. 719.]
31504483000, [-21.111404  78.200195], [ 716.737   -105.49225], [922.00006 718.99994], [184.15167 902.6924 ]
31602264000, [-2.2013028e-14  0.0000000e+00], [931.   0.], [931. 719.], [  0. 719.]
31672714000, [  1.6551895 696.138    ], [123.05174 412.87933], [256.53452 470.08624], [135.13795 753.3449 ]
31736663000, [177.00003 719.     ], [213.98965 151.82544], [628.4442 178.8551], [591.4546  746.02966]
31835675000, [197.   0.], [926.   0.], [926. 719.], [197. 719.]
31902015000, [401.7885  141.97739], [404.81927 113.64578], [660.5347  141.00137], [657.50397 169.33298]
31972879000, [-55.069748 686.77515 ], [ 85.79595 362.49057], [269.4417  442.26428], [128.57602 766.5488 ]
32072159000, [ -5.507538 136.38065 ], [ 282.85074 -302.40076], [1104.9578   237.87125], [816.5995  676.65265]
32136038000, [249.45041 391.50662], [526.1555    30.280682], [672.9656 142.7396], [396.26044 503.96555]
32201560000, [612.73254 151.65247], [677.15845 118.48805], [804.91565 366.67212], [740.48975 399.83655]
32303800000, [322.11856 463.37878], [402.49734 155.26018], [479.59824 175.37347], [399.21945 483.49207]
32372705000, [340.7021  176.57393], [431.99622 170.93849], [456.99994 576.00006], [365.7058 581.6355]
32433944000, [232.6154 672.0769], [424.52307 562.4154 ], [464.95386 633.1693 ], [273.0462 742.8308]
32538268000, [-42.082664 684.57947 ], [ 99.50056 367.51282], [268.0179 442.7627], [126.434685 759.82935 ]
32601742000, [-51.681114 682.6248  ], [ 79.38332 364.03745], [268.42685 441.80853], [137.36243 760.3959 ]
32672509000, [330.41055 181.11118], [445.6794  167.32053], [510.31747 707.59644], [395.0486 721.3871]
32770463000, [-2.2013028e-14  0.0000000e+00], [918.   0.], [918. 719.], [  0. 719.]
32834998000, [-2.2013028e-14  0.0000000e+00], [795.   0.], [795. 719.], [  0. 719.]
32904597000, [-2.2013028e-14  0.0000000e+00], [777.   0.], [777. 719.], [  0. 719.]
33003580000, [0.00012207 0.        ], [904.   0.], [904.     718.9999], [1.2207031e-04 7.1899988e+02]
33066516000, [  0.     718.9999], [0. 0.], [765.9999   0.    ], [765.9999 718.9999]
33137758000, [-2.2013028e-14  0.0000000e+00], [863.   0.], [863. 719.], [  0. 719.]
33238952000, [-2.2013028e-14  0.0000000e+00], [1004.    0.], [1004.  719.], [  0. 719.]
33304387000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
33400660000, [162.   0.], [1279.    0.], [1279.  719.], [162. 719.]
33471198000, [281.   0.], [1279.    0.], [1279.  719.], [281. 719.]
33552184000, [411.     718.9999], [411.   0.], [943.9999   0.    ], [943.9999 718.9999]
33633269000, [287.12604 697.28235], [333.38446  -28.773294], [978.02545   12.297974], [931.767   738.35364]
33702633000, [329.94574 102.78613], [ 722.27057 -108.28235], [1114.741   621.2245], [722.4161  832.29297]
33801086000, [151.82324 469.17584], [ 480.72827 -153.78337], [1133.7676   191.00317], [804.86255 813.9624 ]
33870865000, [37.  0.], [952.   0.], [952. 719.], [ 37. 719.]
33968436000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
34037065000, [  0.     718.9999], [0. 0.], [1278.9998    0.    ], [1278.9998  718.9999]
34101489000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
34170666000, [  0.     718.9999], [0. 0.], [1278.9998    0.    ], [1278.9998  718.9999]
34269640000, [-2.2013028e-14  0.0000000e+00], [1160.    0.], [1160.  719.], [  0. 719.]
34337937000, [-2.2013028e-14  0.0000000e+00], [806.   0.], [806. 719.], [  0. 719.]
34406899000, [-2.2013028e-14  0.0000000e+00], [927.   0.], [927. 719.], [  0. 719.]
34501666000, [-2.0849613e-14  0.0000000e+00], [834.   0.], [834. 681.], [  0. 681.]
34571769000, [0.00012207 0.        ], [950.   0.], [950.     718.9999], [1.2207031e-04 7.1899988e+02]
34670397000, [-2.2013028e-14  0.0000000e+00], [969.   0.], [969. 719.], [  0. 719.]
34734153000, [-1.8430935e-14  1.1700000e+02], [816. 117.], [816. 719.], [  0. 719.]
34837044000, [-43.058105 697.9103  ], [147.74875 308.3463 ], [331.27243 398.23547], [140.46558 787.79944]
34901937000, [-1.8430935e-14  1.1700000e+02], [819. 117.], [819. 719.], [  0. 719.]
34968117000, [-2.2013028e-14  0.0000000e+00], [962.   0.], [962. 719.], [  0. 719.]
35068163000, [-2.2013028e-14  0.0000000e+00], [950.   0.], [950. 719.], [  0. 719.]
35135614000, [  0.     718.9999], [0. 0.], [835.9999   0.    ], [835.9999 718.9999]
35200326000, [195.53908 718.69403], [709.9143   -55.841995], [1086.3608  194.159 ], [571.9856 968.695 ]
35303516000, [-2.2013028e-14  0.0000000e+00], [857.   0.], [857. 719.], [  0. 719.]
35367202000, [  0.     718.9999], [0. 0.], [944.9999   0.    ], [944.9999 718.9999]
35435375000, [  0.     718.9999], [0. 0.], [948.9999   0.    ], [948.9999 718.9999]
35534246000, [0.00012207 0.        ], [948.   0.], [948.     718.9999], [1.2207031e-04 7.1899988e+02]
35599279000, [0.00012207 0.        ], [954.   0.], [954.     718.9999], [1.2207031e-04 7.1899988e+02]
35703288000, [  0.     718.9999], [0. 0.], [987.9999   0.    ], [987.9999 718.9999]
35768241000, [8. 0.], [1279.    0.], [1279.  719.], [  8. 719.]
35865911000, [220.   0.], [1279.    0.], [1279.  719.], [220. 719.]
35935354000, [347.99994 718.9999 ], [347.99994   0.     ], [1278.9998    0.    ], [1278.9998  718.9999]
36004943000, [406.   0.], [1279.    0.], [1279.  719.], [406. 719.]
36103612000, [334.   0.], [1064.    0.], [1064.  517.], [334. 517.]
36167899000, [317.   0.], [1071.    0.], [1071.  577.], [317. 577.]
36266889000, [190.   0.], [1071.    0.], [1071.  553.], [190. 553.]
36335179000, [-2.2013028e-14  0.0000000e+00], [1071.    0.], [1071.  719.], [  0. 719.]
36439391000, [  0.     718.9999], [0. 0.], [1278.9998    0.    ], [1278.9998  718.9999]
36499429000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
36569574000, [-2.2013028e-14  0.0000000e+00], [1063.    0.], [1063.  719.], [  0. 719.]
36669140000, [-38.437683 658.2445  ], [  2.7695923 -47.429504 ], [1060.1494     14.315369], [1018.9422  719.9894]
36732491000, [-1.8859561e-14  0.0000000e+00], [827.   0.], [827. 616.], [  0. 616.]
36802102000, [-2.2013028e-14  0.0000000e+00], [1061.    0.], [1061.  719.], [  0. 719.]
36900465000, [79.  0.], [1068.    0.], [1068.  719.], [ 79. 719.]
36970432000, [  0.     582.9999], [0. 0.], [1052.9998    0.    ], [1052.9998  582.9999]
37034184000, [  6.7770996 644.6715   ], [ 63.89673  -63.265087], [1091.4275     19.640808], [1034.3079  727.5774]
37133624000, [  4.98468 644.7543 ], [ 69.16913  -70.189285], [1089.6255    21.42279], [1025.4409   736.36633]
37202912000, [ 59.288666 539.7605  ], [102.08188  -23.398046], [691.6957    21.405457], [648.90247 584.564  ]
37299344000, [ 42.879425 670.616   ], [ 82.26077  -41.673096], [1064.0554     12.608765], [1024.6741  724.8979]
37369366000, [ 35.325195 665.66626 ], [ 78.72278  -46.053497], [1065.979     14.14502], [1022.5814   725.86475]
37434287000, [125.   0.], [1037.    0.], [1037.  719.], [125. 719.]
37504065000, [248.19131   36.526245], [ 907.9128  -149.10968], [1079.0692  459.1537], [419.34772 644.7896 ]
37601923000, [ 32.871246 277.94    ], [ 112.66531 -135.5383 ], [1079.7201     51.086334], [999.926   464.56464]
37669822000, [74.52898    0.4000244], [1006.41425   -17.812584], [1012.0384  269.9602], [ 80.15314 288.17282]
37769077000, [273.7968  125.42528], [ 422.76984 -186.41914], [1144.5608   158.39186], [995.5877  470.23627]
37833255000, [91.  0.], [1024.    0.], [1024.  555.], [ 91. 555.]
37904274000, [-46.417786  62.65271 ], [221.29146  -41.255997], [436.3145 512.727 ], [168.60527 616.6357 ]
38001825000, [ 75.40332 545.9698 ], [121.032776 -53.297005], [8.2656165e+02 4.2346191e-01], [780.9322  599.69025]
38066622000, [491.81427 526.0113 ], [804.0739  -10.43462], [1006.31134   107.285706], [694.0517 643.7316]
38139608000, [ 38.028656 509.39224 ], [156.48215 -35.36727], [1126.1825   175.48618], [1007.729    720.24567]
38231104000, [-2.2013028e-14  0.0000000e+00], [1031.    0.], [1031.  719.], [  0. 719.]
38299319000, [22.  0.], [1032.    0.], [1032.  719.], [ 22. 719.]
38367701000, [  8.263245 645.8626  ], [ 67.13309  -62.257362], [1052.1421     19.631775], [993.27234 727.7518 ]
38465790000, [ 38.09372 670.22076], [ 79.32663 -42.28434], [1034.8558     13.012512], [993.6229  725.51764]
38533730000, [104.   0.], [1006.    0.], [1006.  719.], [104. 719.]
38603646000, [10.045994 25.230118], [ 774.6453  -175.81352], [866.7528  174.48534], [102.1535 375.529 ]
38703287000, [-42.344177 499.03214 ], [ 33.06317 -49.98649], [657.1075    35.725616], [581.70013 584.74426]
38767342000, [-1.895141e-14  0.000000e+00], [873.   0.], [873. 619.], [  0. 619.]
38836521000, [-2.2013028e-14  0.0000000e+00], [982.   0.], [982. 719.], [  0. 719.]
38934191000, [-2.2013028e-14  0.0000000e+00], [974.   0.], [974. 719.], [  0. 719.]
39002767000, [-2.2013028e-14  0.0000000e+00], [966.   0.], [966. 719.], [  0. 719.]
39067329000, [  0.     555.9999], [0. 0.], [764.9999   0.    ], [764.9999 555.9999]
39165292000, [249.10542 591.79987], [271.39154  107.582855], [715.09186 128.00421], [692.8057 612.2212]
39235288000, [538.63617 597.7527 ], [577.79694 113.76573], [729.1607 126.013 ], [689.99994 609.99994]
39303455000, [-8.652657 69.54513 ], [9.536743e-07 6.800001e+01], [ 15.945613 157.29544 ], [  7.2929554 158.84055  ]
39402942000, [555.72845 470.7602 ], [562.0312  174.53258], [682.1258  177.08777], [675.82306 473.31537]
39467278000, [563.29913 369.5509 ], [564.7387  290.37708], [660.4162  292.11664], [658.9766  371.29047]
39537660000, [-18.030165  69.96266 ], [25.430958 60.41078 ], [108.08501 436.48688], [ 64.623886 446.03876 ]
39630913000, [275.99997 159.99998], [370.45383  -61.949753], [1036.4265   221.46422], [941.97266 443.41394]
39703463000, [594.68665 216.94145], [603.05237 111.72587], [947.10364 139.08162], [938.7379  244.29721]
39768379000, [530.86005 592.6852 ], [584.13776 109.16487], [747.09686 127.12091], [693.81915 610.64124]
39863827000, [245.50124 181.27606], [482.135    -52.905533], [918.3937  387.92126], [681.7599  622.10284]
39934129000, [-205.96423  272.081  ], [ 0. 96.], [383.63724 544.7454 ], [177.673  720.8264]
40002359000, [298.92654  127.995575], [966.64624 126.46762], [968.0022 719.    ], [300.28247 720.52795]
40101155000, [446.67017 518.74225], [694.67017  -39.257774], [1097.3506   139.71136], [849.3506  697.71136]
40168468000, [-59.895996 540.3237  ], [ 31.641602 -54.670532], [937.4335   84.68201], [845.8959 679.6763]
40232654000, [-2.2013028e-14  0.0000000e+00], [1010.    0.], [1010.  719.], [  0. 719.]
40330556000, [-2.2013028e-14  0.0000000e+00], [1066.    0.], [1066.  719.], [  0. 719.]
40398539000, [-2.2013028e-14  0.0000000e+00], [1279.    0.], [1279.  719.], [  0. 719.]
40468489000, [  0.     567.9999], [0. 0.], [1048.9998    0.    ], [1048.9998  567.9999]
40567771000, [499.36896 685.6363 ], [557.0828   -22.961576], [1103.8042     21.567749], [1046.0903  730.1656]
40636940000, [-1.7389985e-14  0.0000000e+00], [1060.    0.], [1060.  568.], [  0. 568.]
40731242000, [-1.7573682e-14  0.0000000e+00], [846.   0.], [846. 574.], [  0. 574.]
40801032000, [-13.632202 678.4865  ], [ 21.529663 -39.82021 ], [1054.6694     10.753052], [1019.50757  729.05975]
40865088000, [-2.2013028e-14  0.0000000e+00], [1043.    0.], [1043.  719.], [  0. 719.]
40968528000, [-10.940369 701.6051  ], [  3.0335083 -15.720164 ], [1033.9216       4.3621216], [1019.9477  721.6874]
41034550000, [-2.2013028e-14  0.0000000e+00], [1006.    0.], [1006.  719.], [  0. 719.]
41129706000, [ -8.86792 526.1228 ], [ 46.29718  -34.508514], [1009.3774     60.256775], [954.2123  620.88806]
41202233000, [208.13324   25.958527], [ 909.90173 -111.14786], [1029.3745   500.36398], [327.60596 637.47034]
41300492000, [-23.13367  65.21042], [ 933.0981   -100.132256], [1008.9012   338.26202], [ 52.669434 503.6047  ]
41363835000, [  0.     718.9999], [0. 0.], [992.9999   0.    ], [992.9999 718.9999]
41467590000, [ 22.485779 269.77176 ], [876.32904 -41.70677], [1063.4841  471.3336], [209.64081 782.81213]
41532060000, [347.62756 199.46895], [700.86896 -99.42761], [1016.9104   274.07587], [663.669  572.9724]
41601135000, [346.28967 527.41986], [768.22314  -13.096268], [1112.4951   255.64667], [690.56165 796.1628 ]
41697593000, [-13.288696 531.8658  ], [ 128.3451  -138.17097], [1119.8862     71.423096], [978.25244 741.45984]
41769198000, [504.53363 558.4801 ], [655.4915   -30.380352], [858.0584    21.548828], [707.1005 610.4093]
41868211000, [261.84775 182.39342], [ 389.52206 -147.59563], [1081.6412   120.18858], [953.9669 450.1776]
41932097000, [568.8701  183.27338], [644.36316 182.89209], [646.04517 515.93915], [570.5521  516.32043]
42029650000, [246.33319 184.74532], [ 374.75446 -151.38759], [1080.4907   118.24245], [952.0694  454.37537]
42101286000, [181.3175  217.08162], [415.46167 -80.71338], [926.5504 321.135 ], [692.40625 618.93   ]
42200965000, [-26.41037 278.90103], [ 77.95328  -80.304146], [731.39514 109.54721], [627.0315  468.75238]
42265502000, [ -6.6483765 201.24586  ], [ 185.01575  -122.957214], [884.9225  290.81744], [693.25836 615.0205 ]
42364107000, [565. 192.], [648. 192.], [648. 453.], [565. 453.]
42435433000, [571.76245 353.34055], [599.078  277.6019], [639.6383 292.2302], [612.32275 367.96884]
42535767000, [562.3058 715.9413], [567.7826     -1.5207154], [976.4763    1.59906], [970.9995  719.06104]
42598431000, [243.4722 702.0862], [257.6248   99.18368], [990.1459  116.37903], [975.9933  719.28156]
42697622000, [-2.2013028e-14  0.0000000e+00], [999.   0.], [999. 719.], [  0. 719.]
42764990000, [-2.2013028e-14  0.0000000e+00], [967.   0.], [967. 719.], [  0. 719.]
42866371000, [-2.2013028e-14  0.0000000e+00], [988.   0.], [988. 719.], [  0. 719.]
42931614000, [  0.     718.9999], [0. 0.], [989.9999   0.    ], [989.9999 718.9999]
43030083000, [252.   0.], [989.   0.], [989. 719.], [252. 719.]
43101624000, [-2.2013028e-14  0.0000000e+00], [978.   0.], [978. 719.], [  0. 719.]
43195930000, [0.00012207 0.        ], [944.   0.], [944.     718.9999], [1.2207031e-04 7.1899988e+02]
43266373000, [449.   0.], [932.   0.], [932. 719.], [449. 719.]
43366068000, [0.00012207 0.        ], [920.   0.], [920.     718.9999], [1.2207031e-04 7.1899988e+02]
43463854000, [ -6.4549713 210.58322  ], [ 670.622  -172.2309], [1018.6355   443.29483], [341.55853 826.10895]
