time, p0, p1, p2, p3
4498190000, [543.55237 509.43915], [602.99426 504.92462], [615.0698 663.9189], [555.6279 668.4334]
4562925000, [533.7161  325.38818], [656.9993 321.9723], [668.00006 719.     ], [544.71686 722.4159 ]
4666010000, [542.31757 516.1018 ], [621.9537  498.65768], [670.20905 718.9541 ], [590.57294 736.3982 ]
4731996000, [535.1511 325.4403], [661.9977  321.91675], [673.0277  718.99927], [546.18115 722.5228 ]
4800272000, [516.01843 358.31622], [614.9254  342.53314], [674.9999  718.99994], [576.0929 734.783 ]
4900562000, [537.08374 523.6736 ], [613.353  501.3684], [677. 719.], [600.7307 741.3052]
4963582000, [505.07153 367.82404], [610.8397 346.2155], [687.      718.99994], [581.2318  740.60846]
5064341000, [11.841301 76.14749 ], [674.1043   -42.187943], [741.6217  335.67258], [ 79.3587 454.008 ]
5135660000, [517.976   434.09012], [609.2924  411.04764], [687.00006 719.     ], [595.68365 742.0425 ]
5214797000, [ 92.209595 448.63788 ], [ 364.08704 -144.74551], [823.73474  65.85663], [551.8573 659.24  ]
5301140000, [-31.205433 491.79675 ], [ 63.432243 249.79474 ], [135.9025  278.13507], [ 41.264824 520.1371  ]
5369720000, [541.4005  324.25235], [665.9889  322.94778], [670.0414  709.95776], [545.453  711.2623]
5467036000, [558.70135 506.11594], [625.5069 490.5798], [676.99994 712.     ], [610.1944  727.53613]
5530305000, [570. 497.], [618. 497.], [618. 550.], [570. 550.]
5634699000, [545.5073  376.92636], [689.7318 302.2927], [703.43567 328.77457], [559.2112  403.40823]
5701772000, [613.7748 662.5142], [623.1714  652.74176], [691.5188 718.4604], [682.1222  728.23285]
5799822000, [626.4043 674.6194], [636.2621 664.3673], [692.5188 718.4603], [682.661  728.7124]
5863961000, [-31.104599 412.35623 ], [117.031685 286.61264 ], [148.13628 323.25644], [-7.6293945e-06  4.4900003e+02]
5932037000, [-52.127533 483.4908  ], [ 43.928326 239.34885 ], [136.30138 275.69235], [ 40.245518 519.83435 ]
6028965000, [569.53986 386.69577], [691.30414 202.53993], [755.0861  244.71268], [633.32184 428.86853]
6099299000, [579.08105 508.48645], [592.4595 498.7567], [622.51355 540.08105], [609.13513 549.8108 ]
6209728000, [541.34705 516.0751 ], [610.6813  491.11472], [692.6373 718.7705], [623.3031  743.73083]
6268659000, [602.15576 656.65814], [617.0586  641.97125], [691.9999 718.0146], [677.09705 732.7015 ]
6339466000, [571.39667 357.37967], [699.41046 305.1074 ], [707.1567  324.07767], [579.1429  376.34995]
6433212000, [609.8352 678.2588], [618.60583 664.47644], [695.54114 713.4353 ], [686.7705  727.21765]
6496088000, [589.949   518.10956], [598.8613 514.8687], [612.      551.00006], [603.08765 554.2409 ]
6600107000, [631. 681.], [633. 681.], [633. 686.], [631. 686.]
6663707000, [674. 714.], [674. 714.], [674. 714.], [674. 714.]
6765624000, [1014.  702.], [1019.  702.], [1019.  703.], [1014.  703.]
6828855000, [588.0211  520.67523], [594.3247  518.02106], [604.92236 543.1905 ], [598.6188  545.84467]
6898712000, [587.3836  521.01965], [594.78033 517.78357], [608.73444 549.6787 ], [601.3377 552.9148]
6997678000, [571.18036 718.0163 ], [578.26227 712.1147 ], [579.49176 713.59015], [572.40985 719.49176]
7163083000, [601.0071  342.33084], [686.79407 312.7139 ], [690.      321.99997], [604.213  351.6169]
7235937000, [ 29.509571 539.8006  ], [257.3787 407.2952], [270.86908 430.49463], [ 42.99997 563.     ]
7308947000, [567.5946  718.43243], [599.66223 695.52704], [602.4325  699.40546], [570.36487 722.31085]
7396157000, [621. 676.], [630. 667.], [681. 718.], [672. 727.]
7467187000, [618.652   674.27185], [630.23035 662.95667], [685. 719.], [673.42163 730.3152 ]
7564846000, [618.09357 676.08795], [626.6954  666.94855], [681.99994 718.99994], [673.39813 728.13934]
7632872000, [606.4967 683.0769], [616.1111  667.41907], [685.5073 710.0309], [675.89294 725.6887 ]
7729091000, [640. 697.], [646. 691.], [668.5 713.5], [662.5 719.5]
7799887000, [547.22125 503.08545], [630.3698  491.48328], [637.2547  540.82495], [554.10614 552.4271 ]
7868001000, [540.1302 607.7915], [553.32245 327.8215 ], [641.99994 332.     ], [628.8077 611.97  ]
7965170000, [521.0255 595.092 ], [578.0897  303.43057], [674.1516  322.22528], [617.0874 613.8867]
8032898000, [539.01935 717.44196], [558.61896 315.13525], [680.0948  321.05328], [660.4952 723.36  ]
8108804000, [539.36743 555.26404], [579.3617  463.69824], [636.9402 488.8474], [596.9459 580.4132]
8196008000, [558.3155 518.9622], [576.8802 495.3344], [649.00006 552.00006], [630.43536 575.62787]
8265112000, [554.92926 519.01996], [581.3149 494.9798], [636.49786 555.54645], [610.11224 579.5866 ]
8364268000, [574.672   500.68466], [591.29297 495.7961 ], [609.2388 556.812 ], [592.6178  561.70056]
8434249000, [569.7238  500.12274], [601.8692  499.37518], [604.2303 600.9017], [572.0849  601.64923]
8529549000, [530.7408  464.94257], [588.58356 446.9914 ], [673.00006 719.00006], [615.1573  736.95123]
8599685000, [557.1644  486.68192], [603.19116 484.17142], [610.24817 613.5502 ], [564.22144 616.06067]
8695972000, [561.12213 574.9155 ], [567.747   479.95908], [603.15607 482.42944], [596.5312  577.38586]
8763167000, [558.16437 531.7707 ], [577.8254 474.4259], [607.6611  484.65527], [588.00006 542.00006]
8863564000, [587.04877 709.692  ], [599.6541 700.5244], [601.1243 702.546 ], [588.519  711.7136]
8930401000, [573.88007 718.84   ], [602.5201  697.36005], [604.8001 700.4001], [576.1601  721.88007]
8995774000, [818. 635.], [818. 635.], [818. 635.], [818. 635.]
9093640000, [573.6831  518.06464], [580.22925 514.9339 ], [597.3893 550.8139], [590.84314 553.94464]
9163795000, [575.5692  718.44617], [603.19226 696.96155], [605.5077 699.9385], [577.88464 721.4231 ]
9262372000, [616.1255 684.7726], [621.4164 678.5071], [667.98596 717.8325 ], [662.69507 724.098  ]
9330335000, [645.60004 705.2001 ], [648.00006 704.0001 ], [649.00006 706.0001 ], [646.60004 707.2001 ]
9399542000, [593. 497.], [597. 497.], [597. 501.], [593. 501.]
9496045000, [618.12366 677.7216 ], [628.14844 669.466  ], [662.87427 711.633  ], [652.8495 719.8886]
9565925000, [561.20905 576.42236], [568.9616 480.8077], [601.66547 483.45935], [593.9129 579.074 ]
9663407000, [560.6092  583.47205], [567.934   480.92386], [604.1777 483.5127], [596.85284 586.0609 ]
9732492000, [567.27765 484.7891 ], [607.6209  483.71805], [611.1794  617.75635], [570.8361 618.8274]
9830147000, [551.8462 533.2308], [590.7693  474.84613], [621.46155 495.30768], [582.53845 553.6923 ]
9897112000, [543.32855 516.78284], [590.9681 498.2191], [677.00006 719.     ], [629.36053 737.5637 ]
9965101000, [ 52.585552 527.45605 ], [238.78322 431.84106], [244.19768 442.385  ], [ 58.000015 538.      ]
10061396000, [399.13354 105.50073], [595.41455    -7.9343877], [601.48254    2.565277], [405.20154 116.0004 ]
10128275000, [554.9926  497.41415], [627.61005 474.6322 ], [648.6895 541.8229], [576.0721  564.60486]
10230698000, [525.7193 456.2426], [618.1761 431.6966], [693.1706  714.17596], [600.7138 738.722 ]
10294556000, [547.0441 656.0006], [550.31024 433.90164], [646.15717 435.31116], [642.89105 657.41016]
10398391000, [516.3459 413.3421], [634.88055 392.14716], [691.3465  707.93805], [572.8118 729.133 ]
10498346000, [495.50165 359.48633], [817.0076 291.2019], [893.50006 651.354  ], [571.9941 719.6384]
10561595000, [505.5934  363.88568], [616.7746  344.69366], [677.47253 696.3232 ], [566.2913 715.5152]
10661723000, [516.07745 461.92032], [630.2668  438.85745], [682.6204 698.0718], [568.4311  721.13464]
10728962000, [533.09393 626.8497 ], [543.68243 422.13873], [630.41595 426.62494], [619.82745 631.3359 ]
10830776000, [540.74927 463.20764], [620.7771 461.8512], [623.7401 636.6654], [543.7123  638.02185]
10896229000, [525.03015 631.2137 ], [544.4767  446.47125], [628.9617  455.36444], [609.51514 640.1069 ]
10963852000, [521.49274 389.6374 ], [609.41437 376.84882], [656.99994 704.00006], [569.0783  716.78864]
11060779000, [512.80743 355.11133], [626.768   336.57373], [688.18805 714.156  ], [574.2275 732.6936]
11131156000, [ 73.00284 437.81775], [ 408.7935  -155.70143], [954.5918  153.09058], [618.80115 746.60974]
11233123000, [550.1169  496.74396], [627.43756 476.9095 ], [689.1971 717.6668], [611.8764 737.5013]
11295028000, [347.46646 288.0604 ], [398.98856 114.51224], [409.0258   117.492035], [357.5037 291.0402]
11364642000, [359.75696 694.56226], [398.5188 666.2363], [424.86597 702.2903 ], [386.10413 730.6162 ]
11473610000, [  8.532867 314.24915 ], [466.73358   69.875435], [547.95154 222.15918], [ 89.750854 466.5329  ]
11532756000, [544.29926 373.96753], [627.0726 371.8982], [633.25616 619.2436 ], [550.48285 621.3129 ]
11634648000, [-50.42115 487.51227], [ 40.951035 238.31538 ], [141.32323 275.11853], [ 49.951042 524.3154  ]
11698656000, [505.8632  595.75037], [580.18066 301.80795], [667.7704  323.95325], [593.4529 617.8956]
11799131000, [518.6669 347.0515], [638.9049  330.31738], [692.9999 719.    ], [572.76184 735.73413]
11870548000, [507.76254 357.7333 ], [627.90027 335.4623 ], [698.9999 719.    ], [578.8622 741.271 ]
11929924000, [541.53326 502.96326], [665.07623 485.54053], [698.00006 719.     ], [574.4571 736.4227]
12032076000, [-16.599915 242.79997 ], [616.2001  -73.59999], [722.00006 138.00002], [ 89.20007 454.39996]
12096308000, [515.9629 352.1819], [640.92017 331.5171 ], [705. 719.], [580.0427 739.6648]
12194073000, [ 8.157181 92.0889  ], [672.86176  -44.288254], [746.74493 315.81973], [ 82.040344 452.1969  ]
12264089000, [526.21387 341.48074], [658.8246 325.5403], [706.1185  718.98584], [573.5078 734.9263]
12336021000, [485.43817 389.99747], [613.99994 355.00003], [712.94476 718.4706 ], [584.383 753.468]
12430626000, [ 85.31033 717.7716 ], [87.12216   -1.5135561], [7.148060e+02 6.750488e-02], [712.99414 719.35266]
12500422000, [331.4289  275.97748], [666.4775   -19.845947], [782.269   111.29913], [447.2204  407.12256]
12582403000, [  0.     718.9999], [0. 0.], [711.9999   0.    ], [711.9999 718.9999]
12665841000, [-2.2013028e-14  0.0000000e+00], [708.   0.], [708. 719.], [  0. 719.]
12768144000, [542.9571  489.81543], [690.93304 481.39404], [704.0535  711.94006], [556.0776  720.36145]
12830117000, [-96.2124  312.98355], [618.1283  -39.44033], [714.5365  155.97293], [1.9580078e-01 5.0839682e+02]
12907000000, [-10.165173 262.75827 ], [629.3585   -52.084206], [727.7179  147.70816], [ 88.194214 462.55063 ]
13001509000, [ -3.9242706 669.7965   ], [ 87.26845 372.429  ], [279.2655 431.3081], [188.0728  728.67566]
13068504000, [565.0653  378.44592], [696.15796 302.32764], [708.4148  323.43658], [577.32214 399.55487]
13158646000, [608.04407 688.4327 ], [618.4845 648.7591], [719.6373  675.37823], [709.1969 715.0518]
13230441000, [306.42444 277.45297], [651.6655   -8.84454], [755.9066  116.85797], [410.66553 403.1555 ]
13297721000, [311.60364 241.98132], [650.2957    77.405594], [694.0682 167.488 ], [355.3761  332.06372]
13399792000, [399.99823 103.17351], [595.35046   -11.3433275], [602.5717      0.9752579], [407.21948  115.492096]
13464495000, [582.6388  641.76184], [626.41736 605.6559 ], [711.47266 708.7855 ], [667.6941 744.8915]
13566171000, [-27.27829 422.69598], [111.344345 278.9392  ], [139.99207 306.56378], [  1.3694305 450.32056  ]
13627483000, [298. 668.], [415. 668.], [415. 719.], [298. 719.]
13730408000, [ -2.8414612 668.11414  ], [ 89.89224 370.6664 ], [279.7235  429.84912], [186.9898 727.2969]
13798298000, [517.53784 471.06952], [691.9199 457.0064], [712.20166 708.4998 ], [537.8196 722.5629]
13863712000, [260.70642 178.31195], [649.39453  -30.981628], [738.9175  135.27527], [350.22937 344.56885]
13959544000, [-42.11182 621.0943 ], [200.38632 398.63733], [242.49814 444.54303], [  0. 667.]
14031189000, [408.98343 102.06222], [518.29254   38.777992], [523.5415    47.844383], [414.23236 111.12861]
14128715000, [479.30768  64.53846], [500.2  52.6], [504.38464   59.923073], [483.4923    71.861534]
14192345000, [493.42496   53.262386], [601.77734   -9.077373], [6.070000e+02 2.670288e-05], [498.64758   62.339787]
14261586000, [551.6059 525.0252], [606.64276 512.1833 ], [631.44147 618.46356], [576.4046 631.3055]
14358063000, [256.00006 162.99998], [641.2001  -29.59999], [729.6001  147.20003], [344.4001 339.8   ]
14429727000, [-22.169125 232.7997  ], [640.0295  -86.25961], [748.8805  139.65758], [ 86.681885 458.7169  ]
14496987000, [811.0821 649.436 ], [818.65326 628.16473], [1066.8835  716.5179], [1059.3123  737.7891]
14596735000, [345.3153  285.32803], [396.31848  111.917206], [406.3344  114.86307], [355.33124 288.2739 ]
14660871000, [ 20.643353 329.423   ], [258.59082 209.33736], [322.7029  336.37424], [ 84.75543 456.4599 ]
14759960000, [522.9899 350.7871], [647.9495 330.6864], [707.99994 704.     ], [583.04034 724.1007 ]
14828545000, [-12.659515 249.35052 ], [631.5547  -46.67034], [726.7783 160.5597], [ 82.56409 456.58057]
14929160000, [503.06775 388.7481 ], [611.6614  357.81158], [710.7904  705.77484], [602.1968  736.71136]
14995261000, [524.73334 337.73288], [671.2657  323.41013], [708.64594 705.8391 ], [562.1136  720.16187]
15062014000, [70.249886   4.6956787], [698.8045    -3.531433], [708.2391 717.2691], [ 79.68445 725.4962 ]
15168119000, [297.95056 140.41281], [677.7035     -6.4602356], [949.3364 695.8699], [569.5835 842.7429]
15237541000, [-118.12979  266.2411 ], [610.922   -88.52586], [729.0519  154.23297], [1.2207031e-04 5.0899994e+02]
15330751000, [ 18.0691 402.6289], [ 536.99976 -111.94093], [670.06226   22.249207], [151.13159 536.81903]
15398527000, [500.9356 413.1435], [632.97723 383.3277 ], [702.42975 690.903  ], [570.3881 720.7188]
15500780000, [-27.504879 213.15216 ], [626.18384  -78.036415], [734.1893  164.42477], [ 80.50055 455.61334]
15565594000, [488.5953  408.69443], [633.0948  374.97787], [708.2212  696.94836], [563.72174 730.6649 ]
15628823000, [533.86914 717.58636], [550.3303 320.1675], [668.1637  325.04816], [651.7025  722.46704]
15729560000, [546.43896 321.33768], [682.9944  320.96146], [684.0055 688.    ], [547.4501 688.3762]
15792703000, [529.3759 493.3652], [633.24677 461.69162], [705.1088  697.35693], [601.238  729.0305]
15928495000, [531.40497 339.77948], [657.86383 328.4759 ], [690.1695  689.89557], [563.71063 701.19916]
15990729000, [543.75446 325.68448], [683.84845 320.72205], [697.07074 693.99756], [556.97675 698.95996]
16026765000, [516.7059  497.17645], [570.3824  464.97052], [709.35297 696.5882 ], [655.67645 728.7941 ]
16125262000, [527.538   345.31396], [665.7896  327.37866], [714.111   699.85583], [575.85944 717.79114]
16194554000, [526.4965  345.69116], [664.65155 326.49255], [716.6248  700.49634], [578.4698  719.69495]
16293208000, [523.00507 353.80682], [653.5185  331.21796], [717.24884 699.4377 ], [586.7354  722.02655]
16361780000, [546.3245  403.14246], [700.5417  297.99432], [721.00006 327.99994], [566.7829  433.14807]
16429001000, [581.98267 508.2562 ], [622.1211  466.20645], [631.56323 475.21945], [591.4248  517.26917]
16528493000, [332.68118 279.64484], [669.6256  118.71613], [692.4314  166.46564], [355.48694 327.39435]
16593335000, [302. 665.], [538. 665.], [538. 719.], [302. 719.]
16664198000, [ 24.227684 264.53894 ], [685.4431     -1.3847046], [868.9116 454.8072], [207.69617 720.73083]
16761234000, [-63.992004 374.01764 ], [ 583.4359  -136.42947], [858.4945  212.44238], [211.06659 722.8895 ]
16830249000, [21.45549 81.4939 ], [684.26135 -43.3826 ], [752.0802  316.57907], [ 89.27435 441.45557]
16928979000, [190.02003 244.80093], [399.        74.000015], [496.92834 193.8182 ], [287.94836 364.61914]
16991516000, [221.89111 491.1903 ], [620.307   368.43518], [720.38934 693.2638 ], [321.97345 816.0189 ]
17063925000, [212.   0.], [1078.9999    0.    ], [1078.9999  718.9999], [212.     718.9999]
17162517000, [521.11414 341.66968], [674.60486 323.6366 ], [719.1615 702.8854], [565.6708  720.91846]
17225045000, [308.42303   29.785217], [689.7087   -11.276367], [766.26324 699.587  ], [384.9776  740.64856]
17329641000, [559.9118 583.0078], [701.3719 570.4336], [713.4993 706.8667], [572.03925 719.4409 ]
17392699000, [509.99994 430.00003], [645.99994 430.00003], [645.99994 699.     ], [509.99994 699.     ]
17495278000, [516.72815 334.80222], [682.85425 322.0931 ], [712.4435 708.8677], [546.3174 721.5768]
17560602000, [527.9929  335.81693], [676.64514 321.35342], [713.83923 703.62646], [565.187   718.08997]
17630929000, [547.26953 466.732  ], [636.0309 462.8487], [644.7516 662.1796], [555.99023 666.0629 ]
17726014000, [540.90564 627.28784], [558.51526 461.75696], [639.76587 470.40063], [622.15625 635.9315 ]
17795256000, [535.9051  528.05347], [587.4184  499.07715], [666.2017 639.1365], [614.6884 668.1128]
17890605000, [580.1653 520.8565], [588.5386  472.13937], [658.22986 484.11755], [649.85657 532.8347 ]
17962329000, [344.81744 288.5161 ], [691.733   152.31966], [704.5483  184.96252], [357.63275 321.159  ]
18026050000, [ 56.403126 522.6463  ], [270.1963  417.25534], [275.79315 428.609  ], [ 62. 534.]
18129251000, [318.67282 394.9575 ], [361.88864 -33.12361], [899.0957    21.108734], [855.8799  449.18982]
18195279000, [-29.47538 489.91992], [ 71.508286 243.51979 ], [143.2598  272.92615], [ 42.276123 519.3263  ]
18293146000, [314.1583 385.4348], [451.5544  -71.67151], [993.4033   91.19641], [856.0072  548.30273]
18361530000, [261.40002 160.79999], [651.4     -34.19999], [740.      143.00003], [350. 338.]
18428050000, [576.6066  483.67224], [630.7951  478.74597], [643.63934 620.03284], [589.45087 624.9591 ]
18525284000, [ -3.9727402 665.7635   ], [ 89.16471 366.53473], [281.17804 426.30048], [188.04059 725.52924]
18592628000, [  5.400028 289.8     ], [643.4      -29.199974], [731.4     146.80005], [ 93.400024 465.80002 ]
18693130000, [519.83844 354.58228], [642.99994 334.     ], [705.2436 706.4579], [582.0821  727.04016]
18761941000, [6.7611780e+02 3.6495972e-01], [ 6.9217871e+02 -4.8675537e-01], [709.6356 328.7011], [693.5747  329.55283]
18857145000, [-23.49551 213.19914], [620.98425  -77.602615], [728.68787 161.09206], [ 84.20813 451.8938 ]
18927286000, [-29.81723 488.1731 ], [ 66.333954 245.76378 ], [138.62036 274.43604], [ 42.469177 516.84534 ]
18994940000, [-114.11364  275.6435 ], [ 632.21204 -102.27301], [877.0431 381.2298], [130.7174 759.1463]
19096504000, [244.46667 168.83531], [687.3546     -1.6765289], [863.6671  456.27814], [420.77917 626.79   ]
19161094000, [6.7576556e+02 5.0416565e-01], [ 6.914821e+02 -4.580841e-01], [711.50995 326.66266], [695.7934  327.62494]
19227623000, [404.5412   100.990814], [598.0275   -10.376305], [605.26935     2.2054367], [411.78302  113.572556]
19327164000, [404.44556  105.906746], [602.4145    -9.575119], [608.43524      0.74612427], [410.4663  116.22799]
19393346000, [574.10046 366.75592], [697.88855 306.37146], [707.3744  325.81738], [583.5863  386.20184]
19490202000, [-30.242825 488.76697 ], [ 69.74243 241.58122], [143.10925 271.2577 ], [ 43.124  518.4434]
19557985000, [403.86502  102.992966], [601.1542    -8.569368], [607.86426    3.296936], [410.57513 114.85927]
19659243000, [576.52216 482.832  ], [634.00006 479.0001 ], [644.5798 637.6947], [587.10187 641.5266 ]
19727432000, [342.21616 309.87387], [402.4069  107.63301], [411.33072 110.28891], [351.13998 312.5298 ]
19789261000, [601.9676  481.25488], [616.0113  475.44373], [637.91583 528.37976], [623.87213 534.1909 ]
19889707000, [555.824  611.3391], [588.6781  473.35193], [647.6223  487.38623], [614.7682 625.3734]
19958010000, [577.45154 481.06317], [641.7118  478.44025], [649.5281  669.93756], [585.2678 672.5605]
20058725000, [541.415   496.64523], [638.33844 471.27267], [699.00006 703.     ], [602.0766  728.37256]
20126577000, [543.55005 587.10406], [601.5215  466.33032], [669.6294  499.02216], [611.65796 619.7959 ]
20191415000, [586.68396 512.6011 ], [596.2954  476.07776], [639.61145 487.47675], [630.      524.00006]
20295233000, [344.3056  285.04132], [398.40863  107.767555], [409. 111.], [354.89697 288.27377]
20375680000, [271.93774 260.73526], [531.2902   -57.607124], [ 6.0200006e+02 -3.0517578e-05], [342.64758 318.34235]
20437724000, [450.5532 495.5161], [568.02344 432.71033], [712.9675 703.8096], [595.4973  766.61536]
20528393000, [-101.87605  339.4416 ], [601.2934  -85.55091], [723.5329  116.69992], [ 20.363464 541.69244 ]
20594729000, [-2.2013028e-14  0.0000000e+00], [987.   0.], [987. 719.], [  0. 719.]
20692579000, [-67.76719   80.722046], [811.3083   -59.028503], [928.15515 675.9752 ], [ 49.07965 815.72577]
20762588000, [-37.680527  38.764618], [856.52014 -33.34848], [915.0729  692.70386], [ 20.872192 764.8169  ]
20859074000, [465.5332    15.086365], [714.0084     -1.6882935], [755.6061  614.47815], [507.13086 631.2528 ]
20927822000, [536.3491 392.95  ], [627.5387  364.52032], [734.49805 707.5977 ], [643.3085 736.0274]
21026917000, [552.2663  329.75745], [703.22565 318.22583], [733.00006 708.     ], [582.0407 719.5316]
21096086000, [ 48.688324 343.07617 ], [415.36533  93.06911], [499.08182 215.85327], [132.40482 465.86035]
21160368000, [-31.651709 418.7324  ], [141.25407 267.8328 ], [172.90578 304.10037], [  0.      454.99997]
21259754000, [-26.948124 426.5509  ], [132.14445 264.4566 ], [160.43196 292.22028], [  1.339386 454.31458 ]
21328598000, [ 44.784584 353.69525 ], [615.2441  -77.69704], [717.7055   57.79474], [147.24603 489.187  ]
21426191000, [  3.6899834 252.04285  ], [625.9504   -85.014786], [742.96783 131.01746], [120.70746 468.07507]
21495530000, [594.50946 490.28305], [642.5849  476.54718], [657.2641  527.92456], [609.18866 541.6604 ]
21558062000, [527.93646 508.79282], [711.95306 499.10776], [723.1519 711.8867], [539.1353 721.5718]
21657254000, [-80.348656 367.62177 ], [400.93542  88.16652], [490.30508 242.08093], [  9.020996 521.5362  ]
21729555000, [561.8894 718.5057], [581.59314    -3.3684378], [733.30396    0.772522], [713.6002 722.6466]
21826994000, [93.  0.], [726.   0.], [726. 719.], [ 93. 719.]
21890152000, [557.66266 337.58356], [700.7166 330.706 ], [719.0937  712.94745], [576.03973 719.825  ]
21962933000, [  7.086769 259.75894 ], [651.5541   -29.914574], [736.4509  158.96454], [ 91.98364 448.63806]
22057751000, [474.30344 565.272  ], [610.2808  499.04468], [714.3937  712.80835], [578.4163  779.03564]
22124293000, [-110.93794  259.37674], [629.3716  -76.35733], [740.65063 169.01828], [3.4112549e-01 5.0475235e+02]
22223888000, [ 35.316933 349.40692 ], [409.40045  90.5714 ], [502.9465  225.76935], [128.86298 484.60486]
22292477000, [281.5754  460.36722], [707.1282 446.0629], [716.1588 714.7257], [290.60608 729.03   ]
22356945000, [547.3372  454.05545], [624.894   430.01285], [712.2828  711.91235], [634.726   735.95496]
22459119000, [ 92.33711 598.00183], [694.0056     -1.9999847], [868.9759 173.4563], [267.30737 773.4581 ]
22526753000, [-28.111412 485.31924 ], [ 83.45833 237.98392], [151.49927 268.6763 ], [ 39.92952 516.0116 ]
