time, p0, p1, p2, p3
22623545000, [ 52.640472 376.42255 ], [ 571.11365  -105.344444], [693.7783    26.666199], [175.30518 508.4332 ]
22691711000, [489.5839    12.889709], [705.5943     -1.2140503], [747.3209  637.86224], [531.3105 651.966 ]
22758313000, [-50.33107 629.05853], [235.66896 367.05853], [286.      422.00006], [-4.5776367e-05  6.8400006e+02]
22859751000, [662.7985 690.6101], [668.4206 682.5143], [707.99994 710.     ], [702.37787 718.0958 ]
22922192000, [710.591   240.11746], [719.10736 239.70206], [722.3869  306.93234], [713.87054 307.34775]
23024616000, [557.7639  507.74066], [614.82715 484.10016], [708.      708.99994], [650.93677 732.64044]
23093692000, [ 48.145832 379.27094 ], [ 576.9651  -104.89252], [699.5013    28.945526], [170.682 513.109]
23162500000, [103.48593 430.92667], [ 341.39902 -150.75992], [891.9603   74.42276], [654.04724 656.1094 ]
23257248000, [7.0296228e+02 2.1317291e-01], [ 7.0970105e+02 -2.5972748e-01], [719.66614 141.7427 ], [712.92737 142.2156 ]
23332184000, [488.99997 716.     ], [493.75668 687.4595 ], [545.3242 696.0541], [540.5675 724.5946]
23423834000, [334.94128 303.02295], [437.38892  69.15266], [471.4131   84.05707], [368.96545 317.92737]
23496121000, [570.3864 326.9284], [696.8826  321.34283], [714.0363  709.82184], [587.5401 715.4074]
23594120000, [466.4603  92.7923], [720.5659    -8.605652], [991.80334 671.1218 ], [737.69775 772.5198 ]
23659788000, [245.78058 207.21902], [ 540.7666  -131.64923], [ 6.9200000e+02 -3.0517578e-05], [397.01398 338.86823]
