time, angle
1272808000, 0
1320849000, -0.0
1377105000, 20.480358123779297
1442779000, 90.0
1506523000, 90.0
1555063000, 83.6328125
1610911000, 83.02722930908203
1674799000, 84.12603759765625
1709016000, 84.05313110351562
1742118000, 29.392175674438477
1786143000, 24.443954467773438
1843892000, 3.4238712787628174
1875961000, 79.09233093261719
1909897000, 0.24433022737503052
1944370000, 77.39984130859375
2011384000, 20.658906936645508
2082381000, 90.0
2138476000, 39.13520050048828
2177040000, 65.13629913330078
2210091000, 84.15274810791016
2250553000, 84.4631118774414
2319399000, 84.07542419433594
2375971000, 84.0754165649414
2409986000, 30.78414535522461
2442388000, 30.141386032104492
2491057000, 12.804265975952148
2541119000, 35.7442741394043
2609782000, 37.17628479003906
2651153000, 16.699243545532227
2709946000, 78.88265991210938
2775855000, 85.84036254882812
2810160000, 90.0
2875857000, 90.0
2911317000, 75.67176055908203
2949102000, 53.56184387207031
3008073000, 49.89500045776367
3044234000, 71.56504821777344
3108775000, 59.908260345458984
3183361000, 71.1178207397461
3239862000, 13.057621955871582
3275776000, 81.48058319091797
3314006000, 28.037281036376953
3374298000, 83.46337127685547
3412297000, 83.53592681884766
3476132000, 71.93952178955078
3510949000, 56.607418060302734
3544910000, 85.27869415283203
3609045000, 85.96076965332031
3644349000, 90.0
3716181000, 90.0
3776185000, 80.15886688232422
3840235000, 87.16899871826172
3879570000, 34.593910217285156
3941557000, 21.489599227905273
3976216000, 90.0
4017483000, 90.0
4076430000, 81.832763671875
4143954000, 29.07832908630371
4214052000, 29.05460548400879
4272356000, 90.0
4306732000, 77.11483001708984
4339797000, 25.788362503051758
4378294000, 84.0938491821289
4413871000, 0.0
4476044000, 28.9091854095459
4540705000, 29.1480712890625
4574049000, 83.8844985961914
4613399000, 85.53284454345703
4678678000, 71.56504821777344
4741176000, 66.37062072753906
4805999000, 56.3099365234375
4843425000, 87.20729064941406
4906629000, 61.587337493896484
4940081000, 87.0643310546875
4975162000, 88.36341857910156
5040803000, 85.53284454345703
5077928000, 12.144279479980469
5142985000, 6.869991779327393
5170554000, 85.8295669555664
5204601000, 6.869991779327393
