time, x, y
1269340000, 511.0, 359.5
1341637000, 639.5, 359.5
1399880000, 639.5, 359.5
1467820000, 356.49993896484375, 359.49993896484375
1530627000, 336.75421142578125, 196.48951721191406
1602632000, 354.0225830078125, 211.83509826660156
1667327000, 353.49993896484375, 359.49993896484375
1730486000, 639.4998779296875, 359.49993896484375
1799986000, 639.4998779296875, 359.49993896484375
1869810000, 931.9434814453125, 386.45855712890625
1935342000, 191.33348083496094, 323.26300048828125
2001678000, 211.57533264160156, 348.2169189453125
2067899000, 628.5851440429688, 690.9381713867188
2129739000, 582.3038940429688, 530.1622924804688
2177377000, 568.452880859375, 520.4215087890625
2235754000, 365.0435485839844, 214.8704833984375
2299522000, 583.5399780273438, 552.9508666992188
2367683000, 586.7362670898438, 522.6197509765625
2431520000, 366.8553161621094, 214.0078125
2501006000, 655.2026977539062, 699.7161865234375
2565417000, 576.2012939453125, 525.34814453125
2636005000, 577.5123901367188, 524.8084106445312
2701249000, 588.0755004882812, 462.2358703613281
2764436000, 599.4244384765625, 562.73583984375
2799129000, 622.1719360351562, 618.5814819335938
2898479000, 600.2666625976562, 626.244140625
2968695000, 607.0643310546875, 606.7427368164062
3035741000, 598.3389892578125, 526.0462646484375
3134369000, 690.1712646484375, 497.49078369140625
3200435000, 941.377685546875, 378.2872314453125
3298312000, 283.5, 245.0
3369050000, 592.2954711914062, 620.54150390625
3439597000, 567.6646728515625, 567.463134765625
3538539000, 577.7764892578125, 570.1422729492188
3609932000, 582.806640625, 534.0552978515625
3697249000, 591.3424682617188, 522.2330322265625
3768088000, 622.1717529296875, 501.5273742675781
3866567000, 595.4999389648438, 522.4998779296875
3931900000, 598.0301513671875, 520.7138671875
4002000000, 588.8441772460938, 563.0817260742188
4100652000, 587.0000610351562, 519.5000610351562
4166306000, 567.39892578125, 586.9381713867188
4263238000, 603.1251220703125, 540.9180908203125
4332800000, 569.6519165039062, 503.1033630371094
4400538000, 594.91650390625, 545.4263916015625
4498190000, 579.3110961914062, 586.6790161132812
4562925000, 600.8580932617188, 522.194091796875
4666010000, 606.2633056640625, 617.5279541015625
4731996000, 604.0894165039062, 522.2197875976562
4800272000, 595.5091552734375, 538.6580810546875
4900562000, 607.0418701171875, 621.3367919921875
4963582000, 596.0357666015625, 543.4119873046875
5064341000, 376.73150634765625, 205.9100341796875
5135660000, 602.488037109375, 576.5450439453125
5214797000, 457.97216796875, 257.24725341796875
5301140000, 52.348533630371094, 384.9659118652344
5369720000, 605.720947265625, 517.1051025390625
5467036000, 617.8506469726562, 609.0579833984375
5530305000, 594.0, 523.5
5634699000, 624.4714965820312, 352.8504638671875
5701772000, 652.6467895507812, 690.4873046875
5799822000, 659.4615478515625, 696.5398559570312
5863961000, 58.515838623046875, 367.80633544921875
5932037000, 42.08692169189453, 379.5915832519531
6028965000, 662.31298828125, 315.7042236328125
6099299000, 600.7973022460938, 524.2837524414062
6209728000, 616.9921875, 617.4227905273438
6268659000, 647.0778198242188, 687.3363647460938
6339466000, 639.2766723632812, 340.7286682128906
6433212000, 652.6881713867188, 695.8470458984375
6496088000, 600.9744873046875, 534.5548095703125
6600107000, 632.0, 683.5
6663707000, 674.0, 714.0
6765624000, 1016.5, 702.5
6828855000, 596.4717407226562, 531.932861328125
6898712000, 598.0590209960938, 535.3491821289062
6997678000, 575.3360595703125, 715.80322265625
7163083000, 645.5035400390625, 332.1654052734375
7235937000, 150.1893310546875, 485.1476135253906
7308947000, 585.0135498046875, 708.9189453125
7396157000, 651.0, 697.0
7467187000, 651.8259887695312, 696.6359252929688
7564846000, 650.0467529296875, 697.5439453125
7632872000, 646.0020141601562, 696.5538940429688
7729091000, 654.25, 705.25
7799887000, 592.2379760742188, 521.9552001953125
7868001000, 591.0650634765625, 469.895751953125
7965170000, 597.5885620117188, 458.65863037109375
8032898000, 609.5570678710938, 519.24755859375
8108804000, 588.15380859375, 522.0557250976562
8196008000, 603.6577758789062, 535.4811401367188
8265112000, 595.7135620117188, 537.283203125
8364268000, 591.9553833007812, 528.748291015625
8434249000, 586.97705078125, 550.51220703125
8529549000, 601.8704223632812, 591.9713134765625
8599685000, 583.706298828125, 550.1160888671875
8695972000, 582.1390991210938, 528.6724853515625
8763167000, 582.9127197265625, 508.21295166015625
8863564000, 594.0865478515625, 706.1190185546875
8930401000, 589.340087890625, 709.6200561523438
8995774000, 818.0, 635.0
9093640000, 585.5361938476562, 534.4392700195312
9163795000, 590.5384521484375, 709.1923217773438
9262372000, 642.0557250976562, 701.3026123046875
9330335000, 647.300048828125, 705.60009765625
9399542000, 595.0, 499.0
