time, x, y
1366069000, 639.5, 359.5
1465465000, 386.23199462890625, 451.78228759765625
1558162000, 385.60693359375, 448.6279296875
1645927000, 536.8677978515625, 520.1636352539062
1719119000, 525.5472412109375, 520.586181640625
1784199000, 502.439453125, 448.455322265625
1846329000, 518.6598510742188, 574.2833862304688
1925555000, 500.8939208984375, 579.8378295898438
1982792000, 514.799560546875, 522.7789916992188
2044596000, 517.2564086914062, 522.0966796875
2082890000, 520.514892578125, 520.07470703125
2180892000, 518.130615234375, 522.6910400390625
2216643000, 517.175537109375, 515.0379638671875
2336191000, 514.3800659179688, 567.5230102539062
2379117000, 506.5355224609375, 518.7635498046875
2444614000, 526.5221557617188, 500.454833984375
2549586000, 516.9274291992188, 498.8330993652344
2611827000, 517.4932861328125, 499.7047119140625
2683053000, 543.0453491210938, 513.6436157226562
2746825000, 517.5842895507812, 499.4110107421875
2849948000, 616.9998779296875, 359.49993896484375
2914372000, 639.4998779296875, 359.49993896484375
2981982000, 639.5, 359.5
3046589000, 619.0, 359.5
3154732000, 739.784912109375, 499.5928955078125
3219885000, 820.0, 359.5
3284843000, 880.09814453125, 415.86279296875
3381557000, 596.0875854492188, 86.99227905273438
3453376000, 537.8905029296875, 507.5511474609375
3518822000, 531.1669921875, 504.8063659667969
3582427000, 531.0182495117188, 506.17523193359375
3693462000, 557.8872680664062, 623.8480224609375
3784837000, 525.65771484375, 507.2850646972656
3852598000, 533.3668212890625, 511.907958984375
3939589000, 531.2923583984375, 506.37908935546875
4012703000, 529.3290405273438, 505.62939453125
4053641000, 534.6731567382812, 512.27294921875
4111864000, 534.60498046875, 510.5458984375
4224824000, 551.4530639648438, 622.3847045898438
4279107000, 552.9302978515625, 622.0238037109375
4353343000, 555.0968017578125, 626.0225219726562
4459525000, 354.0, 701.5
4514528000, 390.94122314453125, 148.3561248779297
4587342000, 492.7860412597656, 563.4053955078125
4652437000, 495.88104248046875, 482.6751708984375
4745711000, 525.5953369140625, 548.7021484375
4812176000, 512.8500366210938, 548.0499877929688
4886786000, 417.15521240234375, 137.7164764404297
4979221000, 344.5, 693.5
5045103000, 430.3701171875, 107.46788024902344
5111133000, 393.63140869140625, 146.25750732421875
5184790000, 505.80938720703125, 691.9426879882812
5251981000, 381.1091613769531, 34.865989685058594
5349161000, 549.0, 493.0
5414569000, 608.3793334960938, 682.1865234375
5484849000, 612.5, 262.0
5592333000, 504.53045654296875, 193.66603088378906
5647169000, 369.1275634765625, 324.00433349609375
5716280000, 548.275146484375, 292.4481201171875
5820527000, 609.9002075195312, 154.9373016357422
5883017000, 501.4685974121094, 506.050048828125
5945397000, 535.1959228515625, 527.0288696289062
6018659000, 260.57464599609375, 185.913818359375
6086361000, 578.761474609375, 293.03509521484375
6187131000, 490.1884460449219, 349.3672180175781
6280891000, 565.2489624023438, 361.2677917480469
6345499000, 554.93359375, 505.4346923828125
6414617000, 235.37823486328125, 203.40054321289062
6477299000, 265.71392822265625, 183.50408935546875
6555862000, 505.93896484375, 362.64373779296875
6618911000, 446.92926025390625, 91.45512390136719
6720194000, 370.33843994140625, 587.549560546875
6782043000, 483.5, 359.5
6852845000, 389.93780517578125, 385.65093994140625
6920199000, 358.974609375, 216.6969451904297
7011096000, 385.87078857421875, 127.00224304199219
7083459000, 497.2515563964844, 527.9891967773438
7159179000, 131.3366241455078, 267.3663635253906
7223191000, 322.3975830078125, 110.52521514892578
7314457000, 606.7926025390625, 158.56802368164062
7393911000, 615.5931396484375, 246.082763671875
7456754000, 535.2765502929688, 545.2256469726562
7522667000, 312.755615234375, 330.689208984375
7613347000, 398.69482421875, 147.01040649414062
7680089000, 612.5, 680.0
7751852000, 538.7113647460938, 492.32916259765625
7849107000, 568.2243041992188, 611.7261352539062
7912454000, 549.8245239257812, 588.841064453125
7985358000, 538.7776489257812, 520.4757690429688
8057999000, 53.573341369628906, 543.364501953125
8144383000, 516.5095825195312, 593.94482421875
8211204000, 484.042236328125, 549.9537963867188
8285718000, 539.8851318359375, 584.5078125
8355808000, 106.1578369140625, 337.545654296875
8446162000, 529.3253784179688, 536.3609619140625
8520608000, 271.99090576171875, 181.7536163330078
8585713000, 547.22412109375, 589.5476684570312
8676171000, 535.9938354492188, 496.2669982910156
8746960000, 533.929443359375, 495.0566711425781
8818476000, 564.7958984375, 608.1508178710938
8913741000, 226.18441772460938, 211.81846618652344
8987096000, 281.8816223144531, 180.69805908203125
9048606000, 427.5, 633.0
9119264000, 506.423095703125, 696.3845825195312
9189077000, 139.66885375976562, 262.0649719238281
9280191000, 543.7518310546875, 212.95880126953125
9346076000, 351.93865966796875, 685.9816284179688
9446446000, 263.88116455078125, 180.7623291015625
9517158000, 363.0, 280.0
9585895000, 543.2359619140625, 553.5225219726562
9651393000, 548.6172485351562, 584.0386962890625
9746738000, 551.6331787109375, 504.0714111328125
9811779000, 552.3134155273438, 504.6266174316406
9889892000, 576.42431640625, 601.4501953125
9976053000, 553.2000122070312, 481.60003662109375
10044751000, 142.76499938964844, 249.09156799316406
10110694000, 204.8159637451172, 701.2855224609375
10184863000, 497.6690979003906, 567.680908203125
10275353000, 152.01441955566406, 234.96437072753906
10345729000, 255.94140625, 180.47373962402344
10419532000, 292.74560546875, 150.24945068359375
10509781000, 539.51171875, 518.192138671875
10586625000, 310.74761962890625, 694.959228515625
10646748000, 502.1839599609375, 696.0233154296875
10712529000, 529.958740234375, 541.6195068359375
10814873000, 315.16790771484375, 697.3650512695312
10878260000, 397.55523681640625, 149.81785583496094
10947137000, 540.728271484375, 492.7142639160156
11051692000, 257.5126953125, 172.77438354492188
11115698000, 540.3026733398438, 518.1292114257812
11181561000, 262.5018310546875, 172.45169067382812
11289566000, 499.51397705078125, 669.662841796875
11340423000, 397.95806884765625, 149.5529327392578
11413284000, 396.1259765625, 145.3549346923828
11477259000, 502.07342529296875, 613.15771484375
11581197000, 538.52392578125, 538.6710815429688
11640494000, 129.2003631591797, 265.0125732421875
11710055000, 594.1602172851562, 680.012451171875
11777506000, 547.19384765625, 510.33984375
11844258000, 60.300018310546875, 449.10003662109375
11956951000, 543.0218505859375, 505.416748046875
12009477000, 559.6927490234375, 595.646240234375
12081922000, 558.9600219726562, 595.512939453125
12177458000, 557.06396484375, 596.8893432617188
12245219000, 94.04428100585938, 367.6728515625
12311256000, 558.8488159179688, 510.5318603515625
12412403000, 558.6154174804688, 511.07696533203125
12476094000, 559.3243408203125, 512.0540771484375
12544737000, 558.7213134765625, 513.9344482421875
12608176000, 557.716552734375, 511.9363098144531
12715101000, 556.5433349609375, 512.5993041992188
12787975000, 407.0, 699.5
12842462000, 514.1685180664062, 554.162841796875
12913123000, 392.2114562988281, 278.8821105957031
13012499000, 530.101318359375, 541.3506469726562
13079504000, 444.57940673828125, 257.7153015136719
13146047000, 94.35130310058594, 367.25048828125
13244572000, 545.4987182617188, 569.842529296875
13311006000, 553.1823120117188, 511.5705871582031
13474499000, 705.0, 342.0
13549960000, 502.17498779296875, 698.254638671875
13675221000, 583.6268920898438, 322.9653625488281
13778785000, 553.6389770507812, 514.1002807617188
13845808000, 499.4600524902344, 690.2800903320312
13911837000, 483.3925476074219, 583.5877685546875
14014116000, 499.64324951171875, 618.244140625
14077767000, 526.4376220703125, 547.2205810546875
14145075000, 395.5517578125, 146.87930297851562
14212884000, 343.0, 695.5
14308191000, 551.8289184570312, 513.5256958007812
14372544000, 526.11767578125, 501.0294189453125
14444729000, 565.8336181640625, 333.2239074707031
14510783000, 397.5826416015625, 706.2901611328125
14614796000, 128.90164184570312, 267.4179992675781
14672935000, 115.08763122558594, 254.57217407226562
14740241000, 600.4666137695312, 63.36998748779297
14839822000, 130.4098358154297, 266.0081787109375
14907705000, 516.830810546875, 498.8735046386719
14977845000, 545.4256591796875, 596.8309326171875
15041619000, 549.0531005859375, 594.214599609375
15113966000, 533.1848754882812, 533.957275390625
15209391000, 361.23199462890625, 562.205322265625
15277236000, 569.2455444335938, 389.3183898925781
15344088000, 448.67474365234375, 290.2528076171875
15446060000, 609.19775390625, 159.908447265625
15507979000, 129.48855590820312, 248.43850708007812
15574941000, 518.6112060546875, 531.0733642578125
15654142000, 546.43603515625, 543.061767578125
15739284000, 323.4491271972656, 690.16845703125
15809621000, 418.75341796875, 670.12841796875
15876715000, 323.82415771484375, 690.31787109375
